Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,salinity,Sample Name,SRA Study,temperature,oxygen
SRR10759670,WGA,497,69724463,PRJNA385736,SAMN13671241,Metagenome or environmental,37982183,CSIRO,2016-06-16,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433787,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,13.5033 S 170.0026 W,102.100.100/34472,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.9768,34472_nifH,SRP114822,28.995,194.3
SRR10759671,WGA,499,65187783,PRJNA385736,SAMN13671240,Metagenome or environmental,35112547,CSIRO,2016-06-16,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433786,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,13.969 S 169.9977 W,102.100.100/34471,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.9422,34471_nifH,SRP114822,28.728,195.3
SRR10759672,WGA,497,54807480,PRJNA385736,SAMN13671239,Metagenome or environmental,29758903,CSIRO,2016-06-16,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7433785,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,14.2799 S 169.996 W,102.100.100/34470,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.9752,34470_nifH,SRP114822,28.664,196.4
SRR10759674,WGA,268,3543691,PRJNA385736,SAMN13671148,Metagenome or environmental,2319707,CSIRO,2016-05-11,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7433783,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,60.0008 S 170.0208 W,102.100.100/34379,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,33.9219,34379_nifH,SRP114822,2.255,320.2
SRR10759608,WGA,494,75691902,PRJNA385736,SAMN13671266,Metagenome or environmental,40241248,CSIRO,2016-06-23,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7433849,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,0.9991 S 168.7493 W,102.100.100/34497,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.2869,34497_nifH,SRP114822,28.966,191.8
SRR10759567,WGA,470,27253853,PRJNA385736,SAMN13671186,Metagenome or environmental,17123916,CSIRO,2016-05-29,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7433890,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,40.8355 S 173.3296 W,102.100.100/34417,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.0822,34417_nifH,SRP114822,15.372,243
SRR10759641,WGA,499,57752193,PRJNA385736,SAMN13671223,Metagenome or environmental,30395792,CSIRO,2016-06-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7433816,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,22.0016 S 169.9999 W,102.100.100/34454,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.6737,34454_nifH,SRP114822,24.404,208.6
SRR10759647,WGA,356,8986844,PRJNA385736,SAMN13671146,Metagenome or environmental,5607390,CSIRO,2016-05-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7433810,uncalculated,uncalculated,Southern Ocean,Illumina MiSeq,Ocean,61.492 S 169.9923 W,102.100.100/34377,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.039,34377_nifH,SRP114822,1.441,320
SRR10759587,WGA,474,32822374,PRJNA385736,SAMN13671141,Metagenome or environmental,17733438,CSIRO,2016-05-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7433870,uncalculated,uncalculated,Southern Ocean,Illumina MiSeq,Ocean,64.5046 S 169.9906 W,102.100.100/34372,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.0691,34372_nifH,SRP114822,-0.151,334.9
SRR10759584,WGA,443,21126372,PRJNA385736,SAMN13671170,Metagenome or environmental,11949855,CSIRO,2016-05-19,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7433873,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,47.9897 S 169.9911 W,102.100.100/34401,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.6177,34401_nifH,SRP114822,11.461,263
SRR10759614,WGA,474,46262959,PRJNA385736,SAMN13671260,Metagenome or environmental,26039630,CSIRO,2016-06-22,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7433843,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,3.9944 S 168.7519 W,102.100.100/34491,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.909,34491_nifH,SRP114822,30.183,193
SRR10759667,WGA,456,43587131,PRJNA385736,SAMN13671244,Metagenome or environmental,24836710,CSIRO,2016-06-17,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7433790,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,11.9945 S 170.0024 W,102.100.100/34475,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.6818,34475_nifH,SRP114822,29.334,193.6
SRR10759675,WGA,410,28074520,PRJNA385736,SAMN13671139,Metagenome or environmental,17980616,CSIRO,2016-05-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7433782,uncalculated,uncalculated,Southern Ocean,Illumina MiSeq,Ocean,65.6647 S 170.0488 W,102.100.100/34370,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.0655,34370_nifH,SRP114822,-1.3,344
SRR10759673,WGA,499,64758170,PRJNA385736,SAMN13671238,Metagenome or environmental,34513525,CSIRO,2016-06-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7433784,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,14.6644 S 169.9982 W,102.100.100/34469,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.9787,34469_nifH,SRP114822,28.405,196
SRR10759612,WGA,482,52011150,PRJNA385736,SAMN13671262,Metagenome or environmental,29110452,CSIRO,2016-06-22,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7433845,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,2.9995 S 168.7514 W,102.100.100/34493,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.839,34493_nifH,SRP114822,29.93,194.1
SRR10759551,WGA,456,44936054,PRJNA385736,SAMN13671200,Metagenome or environmental,25597899,CSIRO,2016-06-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7433906,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,34.5019 S 170.0023 W,102.100.100/34431,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.5474,34431_nifH,SRP114822,18.533,231.5
SRR10759676,WGA,451,37343668,PRJNA385736,SAMN13671138,Metagenome or environmental,23995474,CSIRO,2016-05-04,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7433781,uncalculated,uncalculated,Southern Ocean,Illumina MiSeq,Ocean,66.333 S 169.9982 W,102.100.100/34369,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,34.0868,34369_nifH,SRP114822,-1.504,345.6
SRR10759657,WGA,499,54891392,PRJNA385736,SAMN13671208,Metagenome or environmental,28730623,CSIRO,2016-06-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7433800,uncalculated,uncalculated,Pacific Ocean,Illumina MiSeq,Ocean,30.5042 S 169.9937 W,102.100.100/34439,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2019-12-24T00:00:00Z,35.8744,34439_nifH,SRP114822,21.414,219.7
