AUID_NEW,ARB2017.id,ARB2017.pctId,ARB2017.alen,ARB2017.evalue,Genomes879.id,Genomes879.pctId,Genomes879.alen,Genomes879.evalue,Genomes879.tax,MarineDiazo.subject,MarineDiazo.pid,MarineDiazo.alen,MarineDiazo.evalue,MarineDiazo.description,AUID,UCYNA_oligos,qcovs,pident,evalue,bitscore,Genoes879.pid_flag,MarineDiazo.ID,consensus_id,subcluster,cluster,CON,nifH_cluster,group1,group2,group3,group4,CyanoCON,crocoCMB,CyanoGroups,CyanoGroupsII,CyanoGroupsIII,CyanoGroupsIV
AUID.23035,AHI71650.1|uncultured_bacterium,81.481,324,1.21e-70,Verrucomicrobiae bacterium,86.239,109,1.95e-65,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,NA,NA,NA,NA,NA,AUID.29671,NA,NA,NA,NA,NA,NA,NA,unknown3,3J,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23037,AKS11271.1|uncultured_microorganism,84.83,323,5.469999999999999e-89,Desulfovibrio magneticus,87.963,108,5.02e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.12419,NA,NA,NA,NA,NA,NA,NA,unknown3,3P,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23046,AHA49944.1|uncultured_bacterium,99.694,327,2.9299999999999997e-171,Pelobacter carbinolicus,94.495,109,1.01e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.12420,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23053,AFD03772.1|uncultured_bacterium,91.411,326,1.12e-125,Desulfovibrio aespoeensis,94.495,109,8.05e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.12421,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23059,AKV16145.1|uncultured_nitrogen-fixing,100,285,1.1999999999999998e-149,Desulfovibrio magneticus,90.526,95,2.35e-59,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.29692,NA,NA,NA,NA,NA,NA,NA,unknown3,3P,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.2306,APP90220.1|uncultured_bacterium,83.923,311,5.22e-79,Halorhodospira halophila,89.216,102,7.77e-67,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Halorhodospira,NA,NA,NA,NA,NA,AUID.1776,NA,NA,NA,NA,NA,NA,NA,unknown1P,1P,1,unknown1P,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,unknown1P,unknown1P,unknown1P,unknown1P,unknown1P
AUID.23077,ADD48927.1|uncultured_bacterium,98.476,328,3.8099999999999997e-165,Desulfatibacillum alkenivorans,94.495,109,3.56e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.10411,NA,NA,NA,NA,NA,NA,NA,unknown3,3H,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23078,AKS11896.1|uncultured_microorganism,92.901,324,6.6599999999999995e-133,Desulfuromonas acetoxidans,98.165,109,1.86e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,NA,NA,NA,NA,NA,AUID.12423,NA,NA,NA,NA,NA,1,NA,Desulfuromonas acetoxidans,1A,1,Desulfuromonas acetoxidans,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans
AUID.2309,AEB97912.1|uncultured_alpha,99.674,307,3.579999999999999e-160,Mesorhizobium loti,92.157,102,3.3299999999999992e-52,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium,AEA49175.1,99.023,307,3.7299999999999993e-159,CE1_45m_12_a,AUID.1132,NA,NA,NA,NA,NA,NA,CE1_45m_12_a;AEA49175.1,CE1_45m_12_a;AEA49175.1,1J,1,CE1_45m_12_a;AEA49175.1,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,CE1_45m_12_a;AEA49175.1,CE1_45m_12_a;AEA49175.1,CE1_45m_12_a;AEA49175.1,CE1_45m_12_a;AEA49175.1,CE1_45m_12_a;AEA49175.1
AUID.23094,AKS11232.1|uncultured_microorganism,82.462,325,9.31e-77,Desulfovibrio aespoeensis,93.578,109,1.99e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.29724,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23095,ABF66555.1|uncultured_bacterium,91.159,328,1.4499999999999999e-124,Geobacter lovleyi,95.37,108,1.3299999999999998e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,NA,NA,NA,NA,NA,AUID.29725,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23096,YP_002891865.1|Tolumonas_auensis,98.777,327,2.9499999999999996e-166,Tolumonas auensis,100,109,7.720000000000001e-77,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas,NA,NA,NA,NA,NA,AUID.12424,NA,NA,NA,NA,NA,1,NA,Tolumonas auensis,1G,1,Tolumonas auensis,1G,1G,1G,1B 1J/1K,1B & 1G,1G,Tolumonas auensis,Tolumonas auensis,Tolumonas auensis,Tolumonas auensis,Tolumonas auensis
AUID.23106,AEM06413.1|uncultured_bacterium,91.131,327,1.4499999999999999e-124,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.12425,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23112,AKV16139.1|uncultured_nitrogen-fixing,86.562,320,2.47e-97,Opitutaceae bacterium,85.047,107,6.68e-64,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;__g,NA,NA,NA,NA,NA,AUID.29740,NA,NA,NA,NA,NA,NA,NA,unknown3,3T,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23115,AKV16065.1|uncultured_nitrogen-fixing,85.197,304,1.54e-84,Desulfurivibrio alkaliphilus,95.413,109,3.22e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio,NA,NA,NA,NA,NA,AUID.12426,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23125,AHN51036.1|uncultured_bacterium,89.908,327,6.800000000000001e-118,Candidatus Azobacteroides,88.073,109,2.63e-67,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;CandidatusAzobacteroides;__g,NA,NA,NA,NA,NA,AUID.12427,NA,NA,NA,NA,NA,NA,NA,unknown3,3G,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23131,AHI71647.1|uncultured_bacterium,94.237,295,7.73e-127,Pseudomonas stutzeri,96.939,98,7.4e-66,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,NA,NA,NA,NA,NA,AUID.29757,NA,NA,NA,NA,NA,NA,NA,unknown1G,1G,1,unknown1G,1G,1G,1G,1B 1J/1K,1B & 1G,1G,unknown1G,unknown1G,unknown1G,unknown1G,unknown1G
AUID.23155,AMM02570.1|uncultured_prokaryote,89.877,326,2.45e-117,Desulfovibrio magneticus,88.073,109,8.38e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.12429,NA,NA,NA,NA,NA,NA,NA,unknown3,3P,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23166,AKS11714.1|uncultured_microorganism,88.415,328,4.120000000000001e-110,Opitutaceae bacterium,88.991,109,3.62e-68,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;__g,NA,NA,NA,NA,NA,AUID.12430,NA,NA,NA,NA,NA,NA,NA,unknown3,3Q,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.2317,ACI13995.1|uncultured_bacterium,99.349,307,1.6599999999999999e-158,Burkholderia unamae,100,102,1.25e-71,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,NA,NA,NA,NA,NA,AUID.1133,NA,NA,NA,NA,NA,1,NA,Burkholderia unamae,1K,1,Burkholderia unamae,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,Burkholderia unamae,Burkholderia unamae,Burkholderia unamae,Burkholderia unamae,Burkholderia unamae
AUID.23177,AIL28604.1|uncultured_bacterium,93.21,324,1.4299999999999999e-134,Desulfovibrio aespoeensis,95.413,109,5.09e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.10412,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23178,ACP42103.1|uncultured_bacterium,93.884,327,1.42e-139,Desulfuromonas acetoxidans,98.165,109,5.6e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,NA,NA,NA,NA,NA,AUID.12431,NA,NA,NA,NA,NA,1,NA,Desulfuromonas acetoxidans,1A,1,Desulfuromonas acetoxidans,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans,Desulfuromonas acetoxidans
AUID.23195,AII78858.1|uncultured_bacterium,88.673,309,5.369999999999999e-104,Tolumonas auensis,90.826,109,8.48e-71,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas,NA,NA,NA,NA,NA,AUID.12433,NA,NA,NA,NA,NA,NA,NA,unknown1P,1P,1,unknown1P,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,unknown1P,unknown1P,unknown1P,unknown1P,unknown1P
AUID.23198,ARA11378.1|uncultured_bacterium,93.151,292,3.62e-120,Desulfitobacterium hafniense,86.735,98,5.1900000000000005e-59,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium,NA,NA,NA,NA,NA,AUID.29817,NA,NA,NA,NA,NA,NA,NA,unknown1C,1C,1,unknown1C,1C,1C,1C,1C,1B & 1G,1C,unknown1C,unknown1C,unknown1C,unknown1C,unknown1C
AUID.232,AKU75717.1|uncultured_marine,86.916,321,5.4099999999999995e-99,Desulfovibrio magneticus,88.991,109,1.07e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.293,NA,NA,NA,NA,NA,NA,NA,unknown3,3Q,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23226,AHN50436.1|uncultured_bacterium,84.375,320,1.1899999999999998e-85,Desulfatibacillum alkenivorans,92.661,109,1.25e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.12435,NA,NA,NA,NA,NA,NA,NA,unknown3,3H,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23235,AAT48916.1|uncultured_bacterium,95.679,324,6.449999999999999e-148,Burkholderia unamae,100,108,2.19e-76,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,NA,NA,NA,NA,NA,AUID.12436,NA,NA,NA,NA,NA,1,NA,Burkholderia unamae,1K,1,Burkholderia unamae,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,Burkholderia unamae,Burkholderia unamae,Burkholderia unamae,Burkholderia unamae,Burkholderia unamae
AUID.23246,AHN50671.1|uncultured_bacterium,91.437,327,3.12e-126,Dechloromonas aromatica,93.578,109,1.84e-71,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,NA,NA,NA,NA,NA,AUID.12437,NA,NA,NA,NA,NA,NA,NA,unknown1O,1O,1,unknown1O,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,unknown1O,unknown1O,unknown1O,unknown1O,unknown1O
AUID.2327,AEB97912.1|uncultured_alpha,99.674,307,3.579999999999999e-160,Mesorhizobium loti,92.157,102,3.3299999999999992e-52,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium,AEA49175.1,99.023,307,3.7299999999999993e-159,CE1_45m_12_a,AUID.1062,NA,NA,NA,NA,NA,NA,CE1_45m_12_a;AEA49175.1,CE1_45m_12_a;AEA49175.1,1J,1,CE1_45m_12_a;AEA49175.1,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,CE1_45m_12_a;AEA49175.1,CE1_45m_12_a;AEA49175.1,CE1_45m_12_a;AEA49175.1,CE1_45m_12_a;AEA49175.1,CE1_45m_12_a;AEA49175.1
AUID.23274,ALJ51636.1|uncultured_bacterium,82.979,329,4.3e-80,Desulfonatronospira thiodismutans,88.073,109,5.859999999999999e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronospira,NA,NA,NA,NA,NA,AUID.10413,NA,NA,NA,NA,NA,NA,NA,unknown3,3J,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23275,BAV19217.1|uncultured_marine,97.627,295,1.6299999999999998e-143,Pelobacter carbinolicus,94.845,97,9.84e-64,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.12439,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.2328,AEZ52920.1|uncultured_marine,99.023,307,7.739999999999999e-157,Burkholderia unamae,100,102,1.25e-71,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,NA,NA,NA,NA,NA,AUID.1134,NA,NA,NA,NA,NA,1,NA,Burkholderia unamae,1K,1,Burkholderia unamae,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,Burkholderia unamae,Burkholderia unamae,Burkholderia unamae,Burkholderia unamae,Burkholderia unamae
AUID.23295,AEI72329.1|uncultured_bacterium,83.333,294,2.3900000000000004e-72,Chloroherpeton thalassium,90.099,101,9.34e-52,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,NA,NA,NA,NA,NA,AUID.12441,NA,NA,NA,NA,NA,NA,NA,unknown3,3L,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23299,CBG49583.1|uncultured_bacterium,81.931,321,2.6099999999999997e-72,Desulfovibrio fructosovorans,88.991,109,4.830000000000004e-66,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.29909,NA,NA,NA,NA,NA,NA,NA,unknown3,3T,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.233,AAG23902.1|lactate_SRB-Enrichment,95.413,327,6.520000000000001e-148,Desulfovibrio salexigens,95.413,109,7.969999999999999e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.294,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23328,ARN60531.1|uncultured_bacterium,95.077,325,3.8799999999999996e-145,Burkholderia xenovorans,99.074,108,3.54e-76,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,NA,NA,NA,NA,NA,AUID.29938,NA,NA,NA,NA,NA,1,NA,Burkholderia xenovorans,1K,1,Burkholderia xenovorans,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans,Burkholderia xenovorans
AUID.2333,AEA49334.1|uncultured_prokaryote,97.72,307,3.63e-150,Xanthobacter autotrophicus,97.059,102,1.38e-70,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter,NA,NA,NA,NA,NA,AUID.1799,NA,NA,NA,NA,NA,1,NA,Xanthobacter autotrophicus,1K,1,Xanthobacter autotrophicus,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,Xanthobacter autotrophicus,Xanthobacter autotrophicus,Xanthobacter autotrophicus,Xanthobacter autotrophicus,Xanthobacter autotrophicus
AUID.23331,AHA49935.1|uncultured_bacterium,100,326,2.2599999999999998e-172,Desulfovibrio vulgaris,86.111,108,1.75e-64,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.12442,NA,NA,NA,NA,NA,NA,NA,unknown3,3G,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23336,ABD72812.1|uncultured_cyanobacterium,92.284,324,5.180000000000001e-129,Methylobacter tundripaludum,98.165,109,4.63e-75,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter,NA,NA,NA,NA,NA,AUID.29945,NA,NA,NA,NA,NA,1,NA,Methylobacter tundripaludum,1O,1,Methylobacter tundripaludum,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,Methylobacter tundripaludum,Methylobacter tundripaludum,Methylobacter tundripaludum,Methylobacter tundripaludum,Methylobacter tundripaludum
AUID.23351,AAL83731.1|uncultured_nitrogen-fixing,85.449,323,2.5299999999999995e-92,Desulfovibrio aespoeensis,88.991,109,1.89e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.12443,NA,NA,NA,NA,NA,NA,NA,unknown3,3I,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23371,AAO67696.1|uncultured_bacterium,99.694,327,2.9299999999999997e-171,Pelobacter carbinolicus,96.33,109,8.08e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.10414,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.23372,AHI71650.1|uncultured_bacterium,83.636,330,1.99e-83,Coraliomargarita akajimensis,87.156,109,5.010000000000004e-66,Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita,NA,NA,NA,NA,NA,AUID.12445,NA,NA,NA,NA,NA,NA,NA,unknown3,3J,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.2338,BAV19139.1|uncultured_marine,89.577,307,6.49e-108,Dechloromonas aromatica,97.087,103,8.85e-71,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,NA,NA,NA,NA,NA,AUID.1135,NA,NA,NA,NA,NA,1,NA,Dechloromonas aromatica,1P,1,Dechloromonas aromatica,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica
AUID.23385,OIO02577.1|Desulfovibrionaceae_bacterium,90.769,325,8.650000000000001e-122,Rhodospirillum rubrum,92.593,108,1.81e-45,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum,NA,NA,NA,NA,NA,AUID.29989,NA,NA,NA,NA,NA,NA,NA,unknown2C,2C,2,unknown2C,2,2,2,2,1B & 1G,2,unknown2C,unknown2C,unknown2C,unknown2C,unknown2C
AUID.23391,AII78928.1|uncultured_bacterium,96.037,328,8.369999999999998e-152,Halorhodospira halophila,92.661,109,2.43e-71,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Halorhodospira,NA,NA,NA,NA,NA,AUID.12447,NA,NA,NA,NA,NA,NA,NA,unknown1P,1P,1,unknown1P,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,unknown1P,unknown1P,unknown1P,unknown1P,unknown1P
AUID.23402,ABQ50615.1|uncultured_microorganism,86.084,309,3.2099999999999997e-91,Clostridium kluyveri,88.785,107,1.66e-66,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium,NA,NA,NA,NA,NA,AUID.12448,NA,NA,NA,NA,NA,NA,NA,unknown2D,2D,2,unknown2D,2,2,2,2,1B & 1G,2,unknown2D,unknown2D,unknown2D,unknown2D,unknown2D
AUID.23412,AKU75696.1|uncultured_marine,88.073,327,6.899999999999998e-108,Desulfovibrio aespoeensis,98.165,109,8.32e-75,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.12449,NA,NA,NA,NA,NA,1,NA,Desulfovibrio aespoeensis,3E,3,Desulfovibrio aespoeensis,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,Desulfovibrio aespoeensis,Desulfovibrio aespoeensis,Desulfovibrio aespoeensis,Desulfovibrio aespoeensis,Desulfovibrio aespoeensis
AUID.23422,ABM66661.1|uncultured_microorganism,90.312,320,2.45e-117,Teredinibacter turnerae,96.33,109,1.02e-73,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadalesgeneraincertaesedis;Teredinibacter,NA,NA,NA,NA,NA,AUID.12450,NA,NA,NA,NA,NA,NA,NA,unknown1G,1G,1,unknown1G,1G,1G,1G,1B 1J/1K,1B & 1G,1G,unknown1G,unknown1G,unknown1G,unknown1G,unknown1G
AUID.23425,AHN51523.1|uncultured_bacterium,89.329,328,4.09e-115,Geobacter uraniireducens,99.083,109,2.46e-77,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,NA,NA,NA,NA,NA,AUID.30025,NA,NA,NA,NA,NA,1,NA,Geobacter uraniireducens,1A,1,Geobacter uraniireducens,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,Geobacter uraniireducens,Geobacter uraniireducens,Geobacter uraniireducens,Geobacter uraniireducens,Geobacter uraniireducens
AUID.23433,ACN77123.1|uncultured_bacterium,94.512,328,1.8199999999999997e-143,Pseudomonas stutzeri,96.33,109,4.15e-75,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,NA,NA,NA,NA,NA,AUID.30033,NA,NA,NA,NA,NA,NA,NA,unknown1G,1G,1,unknown1G,1G,1G,1G,1B 1J/1K,1B & 1G,1G,unknown1G,unknown1G,unknown1G,unknown1G,unknown1G
AUID.23472,AKP55956.1|uncultured_nitrogen-fixing,91.131,327,1.4499999999999999e-124,Desulfovibrio magneticus,87.156,109,6.2699999999999995e-56,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.10415,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.23473,ADO24990.1|uncultured_bacterium,95.413,327,6.520000000000001e-148,Desulfovibrio vulgaris,88.073,109,3.89e-69,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.12453,NA,NA,NA,NA,NA,NA,NA,unknown3,3I,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
