arb_name	genus_species	NCBI nuc	NCBI prot	NCBI GI	nifHCluster	kingdom	phylum	class	order	family	genus
DssThio2	Desulfonatronospira thiodismutans	NZ_ACJN01000010	ZP_03737927.1	225198798	3Q	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfonatronospira
DssThio3	Desulfonatronospira thiodismutans	ACJN02000001	EFI35493.1	298511591	3Q	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfonatronospira
DssThio4	Desulfonatronospira thiodismutans	NZ_ACJN02000001	ZP_07015343.1	298527939	3Q	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfonatronospira
DesAceto	Desulfotomaculum acetoxidans	ABTQ01000016	EEN15621.1	228872350	4A	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum
DesAcet2	Desulfotomaculum acetoxidans	NZ_ABTQ01000016	ZP_04352938.1	229228335	4A	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum
DesAcet3	Desulfotomaculum acetoxidans	ABTQ01000009	EEN16171.1	228872907	3J	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum
DesAcet4	Desulfotomaculum acetoxidans	NZ_ABTQ01000009	ZP_04352423.1	229227813	3J	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum
DesAcet6	Desulfotomaculum acetoxidans	CP001720	ACV61909.1	257778015	3J	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum
DesAcet8	Desulfotomaculum acetoxidans	NC_013216	YP_003190532.1	258514310	3J	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum
DesReduc	Desulfotomaculum reducens	CP000612	ABO51325.1	134053354	3J	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum
DesRedu2	Desulfotomaculum reducens	NC_009253	YP_001114150.1	134300654	3J	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum
DsfAespo	Desulfovibrio aespoeensis	ADDI01000001	EFA67824.1	270739720	3E	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfAesp2	Desulfovibrio aespoeensis	NZ_ADDI01000001	ZP_06230701.1	280956039	3E	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfFruct	Desulfovibrio fructosovorans	AECZ01000014	EFL50986.1	302491092	3P	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfFruc2	Desulfovibrio fructosovorans	AECZ01000009	EFL51485.1	302491602	4F	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfFruc3	Desulfovibrio fructosovorans	AECZ01000006	EFL51950.1	302492075	3P	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfFruc4	Desulfovibrio fructosovorans	NZ_AECZ01000006	ZP_07332644.1	303246365	3P	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfFruc5	Desulfovibrio fructosovorans	NZ_AECZ01000009	ZP_07333171.1	303246895	4F	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfFruc6	Desulfovibrio fructosovorans	NZ_AECZ01000014	ZP_07333883.1	303247612	3P	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfMagne	Desulfovibrio magneticus	AP010904	BAH75547.1	239796558	3P	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfMagn2	Desulfovibrio magneticus	NC_012796	YP_002953433.1	239906692	3P	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfSale2	Desulfovibrio salexigens	CP001649	ACS78514.1	242120818	3E	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfSale3	Desulfovibrio salexigens	NC_012881	YP_002990053.1	242277924	3E	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfSpeci	Desulfovibrio sp.	ADFE01000001	EFC22226.1	283574255	3P	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfSpec2	Desulfovibrio sp.	NZ_ADFE01000001	ZP_06367518.1	283850229	3P	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfVulg2	Desulfovibrio vulgaris	CP000528	ABM30101.1	120564358	3E	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfVulg3	Desulfovibrio vulgaris	NC_008741	YP_961289.1	120586944	3E	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfVulg4	Desulfovibrio vulgaris	ACQX01000033	EER77895.1	241878418	3E	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfVulg5	Desulfovibrio vulgaris	NZ_ACQX01000033	ZP_04793775.1	241909225	3E	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfVulg6	Desulfovibrio vulgaris	AE017286	AAS94434.1	46447768	3E	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfVulg7	Desulfovibrio vulgaris	NC_005863	YP_009055.1	46562231	3E	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfVulg8	Desulfovibrio vulgaris	CP001197	ACL09552.1	218758653	3E	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfVulg9	Desulfovibrio vulgaris	NC_011769	YP_002437020.1	218887699	3E	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsfVul10	Desulfovibrio vulgaris	CP002298	ADP88250.1	311235397	3E	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
DsvAlkal	Desulfurivibrio alkaliphilus	CP001940	ADH87119.1	296926309	3E	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfurivibrio
DsvAlka2	Desulfurivibrio alkaliphilus	NC_014216	YP_003691738.1	297570394	3E	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfurivibrio
DlfAceto	Desulfuromonas acetoxidans	AAEW02000007	EAT15955.1	95134298	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
DlfAcet2	Desulfuromonas acetoxidans	NZ_AAEW02000007	ZP_01312343.1	95929601	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
DetAlkal	Dethiobacter alkaliphilus	ACJM01000023	EEG76181.1	225167364	3J	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Dethiobacter
DetAlka2	Dethiobacter alkaliphilus	NZ_ACJM01000023	ZP_03735358.1	225181924	3J	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Dethiobacter
DiaInvis	Dialister invisus	NZ_ACIM02000001	ZP_05732897.1	258645428	4D	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
DiaInvi2	Dialister invisus	ACIM02000001	EEW96326.1	260402779	4D	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
DicDadan	Dickeya dadantii	CP001654	ACS84302.1	242130000	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Dickeya
DicDada2	Dickeya dadantii	CP001654	ACS86387.1	242132085	2C	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Dickeya
DicDada3	Dickeya dadantii	NC_012880	YP_002986124.1	242237943	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Dickeya
DicDada4	Dickeya dadantii	NC_012880	YP_002988209.1	242240028	2C	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Dickeya
DicDada5	Dickeya dadantii	CP002038	ADN00228.1	306530297	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Dickeya
DicDada6	Dickeya dadantii	NC_014500	YP_003884784.1	307132768	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Dickeya
DorFormi	Dorea formicigenerans	AAXA02000012	EDR47285.1	166028528	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
DorForm2	Dorea formicigenerans	NZ_AAXA02000012	ZP_02234380.1	166031551	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
DorForm3	Dorea formicigenerans	AAXA02000013	EDR47172.1	166028415	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
DorForm4	Dorea formicigenerans	NZ_AAXA02000013	ZP_02234791.1	166031962	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
DorForm5	Dorea formicigenerans	AAXA02000013	EDR47181.1	166028424	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
DorForm6	Dorea formicigenerans	NZ_AAXA02000013	ZP_02234800.1	166031971	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
DorLongi	Dorea longicatena	AAXB02000018	EDM62024.1	149752093	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
DorLong2	Dorea longicatena	NZ_AAXB02000018	ZP_01996570.1	153855439	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
DorLong3	Dorea longicatena	AAXB02000018	EDM62016.1	149752085	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
DorLong4	Dorea longicatena	NZ_AAXB02000018	ZP_01996562.1	153855431	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Ds0m2650	DSM 265)	CP000607	ABP37355.1	145206312	3P	NA					
Ds0m2652	DSM 265)	NC_009337	YP_001130857.1	145220148	3P	NA					
EthHarbi	Ethanoligenens harbinense	ADJQ01000025	EFD38882.1	289518546	3C	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens
EthHarb2	Ethanoligenens harbinense	NZ_ADJQ01000025	ZP_06472226.1	289640000	3C	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens
EthHarb3	Ethanoligenens harbinense	ADJQ01000005	EFD40330.1	289520023	2D	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens
EthHarb4	Ethanoligenens harbinense	NZ_ADJQ01000005	ZP_06470813.1	289638567	2D	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens
EubHalli	Eubacterium hallii	ACEP01000004	EEG38057.1	224956848	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
EubHall2	Eubacterium hallii	NZ_ACEP01000004	ZP_03715023.1	225025831	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
EubHall3	Eubacterium hallii	ACEP01000004	EEG38049.1	224956840	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
EubHall4	Eubacterium hallii	NZ_ACEP01000004	ZP_03715015.1	225025823	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
EubLimos	Eubacterium limosum	CP002273	ADO36703.1	308739043	4A	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
EubLimo2	Eubacterium limosum	NC_014624	YP_003959666.1	310827309	4A	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
FibSucci	Fibrobacter succinogenes	ACRA01000001	EER87422.1	241888183	3C	Bacteria	Fibrobacteres	__c	Fibrobacterales	Fibrobacteraceae	Fibrobacter
FibSucc2	Fibrobacter succinogenes	ACRA01000001	EER87435.1	241888196	3C	Bacteria	Fibrobacteres	__c	Fibrobacterales	Fibrobacteraceae	Fibrobacter
FibSucc3	Fibrobacter succinogenes	NZ_ACRA01000001	ZP_04784217.1	241899452	3C	Bacteria	Fibrobacteres	__c	Fibrobacterales	Fibrobacteraceae	Fibrobacter
FibSucc4	Fibrobacter succinogenes	NZ_ACRA01000001	ZP_04784230.1	241899465	3C	Bacteria	Fibrobacteres	__c	Fibrobacterales	Fibrobacteraceae	Fibrobacter
FibSucc5	Fibrobacter succinogenes	CP001792	ACX74680.1	261371935	3C	Bacteria	Fibrobacteres	__c	Fibrobacterales	Fibrobacteraceae	Fibrobacter
FibSucc6	Fibrobacter succinogenes	CP001792	ACX74693.1	261371948	3C	Bacteria	Fibrobacteres	__c	Fibrobacterales	Fibrobacteraceae	Fibrobacter
FibSucc7	Fibrobacter succinogenes	NC_013410	YP_003249162.1	261415479	3C	Bacteria	Fibrobacteres	__c	Fibrobacterales	Fibrobacteraceae	Fibrobacter
FibSucc8	Fibrobacter succinogenes	NC_013410	YP_003249175.1	261415492	3C	Bacteria	Fibrobacteres	__c	Fibrobacterales	Fibrobacteraceae	Fibrobacter
FibSucc9	Fibrobacter succinogenes	CP002158	ADL24775.1	302325574	3C	Bacteria	Fibrobacteres	__c	Fibrobacterales	Fibrobacteraceae	Fibrobacter
FibSuc10	Fibrobacter succinogenes	CP002158	ADL25297.1	302326096	3C	Bacteria	Fibrobacteres	__c	Fibrobacterales	Fibrobacteraceae	Fibrobacter
FranAlni	Frankia alni	CT573213	CAJ65436.1	111153677	1D	Bacteria	Actinobacteria	Actinobacteridae	Frankineae	Frankiaceae	Frankia
FranAln2	Frankia alni	NC_008278	YP_716939.1	111226145	1D	Bacteria	Actinobacteria	Actinobacteridae	Frankineae	Frankiaceae	Frankia
FraSpe48	Frankia sp.	CP000820	ABW16215.1	158114018	1D	Bacteria	Actinobacteria	Actinobacteridae	Frankineae	Frankiaceae	Frankia
FraSpe49	Frankia sp.	NC_009921	YP_001511121.1	158318613	1D	Bacteria	Actinobacteria	Actinobacteridae	Frankineae	Frankiaceae	Frankia
FraSpe53	Frankia sp.	CP000249	ABD13834.1	86570025	1D	Bacteria	Actinobacteria	Actinobacteridae	Frankineae	Frankiaceae	Frankia
FraSpe54	Frankia sp.	NC_007777	YP_483563.1	86743163	1D	Bacteria	Actinobacteria	Actinobacteridae	Frankineae	Frankiaceae	Frankia
FraSpe77	Frankia sp.	ADGX01000041	EFC83885.1	288349650	1D	Bacteria	Actinobacteria	Actinobacteridae	Frankineae	Frankiaceae	Frankia
FraSpe78	Frankia sp.	NZ_ADGX01000041	ZP_06413346.1	288919004	1D	Bacteria	Actinobacteria	Actinobacteridae	Frankineae	Frankiaceae	Frankia
FraSymbi	Frankia symbiont	ADGT01000052	EFD27776.1	289506798	1D	Bacteria	Actinobacteria	Actinobacteridae	Frankineae	Frankiaceae	Frankia
FraSymb2	Frankia symbiont	NZ_ADGT01000052	ZP_06475521.1	289643400	1D	Bacteria	Actinobacteria	Actinobacteridae	Frankineae	Frankiaceae	Frankia
FusNucle	Fusobacterium nucleatum	NC_003454	NP_603210.1	19703648	4A	Bacteria	Fusobacteria	__c	Fusobacteriales	Fusobacteriaceae	Fusobacterium
FusNucl2	Fusobacterium nucleatum	AE009951	AAL94509.1	19713762	4A	Bacteria	Fusobacteria	__c	Fusobacterales	Fusobacteriaceae	Fusobacterium
FusNucl3	Fusobacterium nucleatum	ADVK01000007	EFG96267.1	296155499	4A	Bacteria	Fusobacteria	__c	Fusobacteriales	Fusobacteriaceae	Fusobacterium
FusNucl4	Fusobacterium nucleatum	NZ_ADVK01000007	ZP_06869933.1	296327384	4A	Bacteria	Fusobacteria	__c	Fusobacteriales	Fusobacteriaceae	Fusobacterium
FusSpeci	Fusobacterium sp.	GG704471	EEW93992.1	260196460	4A	Bacteria	Fusobacteria	__c	Fusobacteriales	Fusobacteriaceae	Fusobacterium
FusSpec2	Fusobacterium sp.	NZ_GG704471	ZP_05816110.1	260497995	4A	Bacteria	Fusobacteria	__c	Fusobacteriales	Fusobacteriaceae	Fusobacterium
FusSpec3	Fusobacterium sp.	GG770341	EFG34074.1	294486712	4A	Bacteria	Fusobacteria	__c	Fusobacteriales	Fusobacteriaceae	Fusobacterium
FusSpec4	Fusobacterium sp.	NZ_GG770341	ZP_06750286.1	294784998	4A	Bacteria	Fusobacteria	__c	Fusobacteriales	Fusobacteriaceae	Fusobacterium
FusUlcer	Fusobacterium ulcerans	NZ_ACDH01000025	ZP_05633122.1	257469028	4F	Bacteria	Fusobacteria	__c	Fusobacteriales	Fusobacteriaceae	Fusobacterium
GeoBemid	Geobacter bemidjiensis	CP001124	ACH39087.1	197087816	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoBemi2	Geobacter bemidjiensis	NC_011146	YP_002138883.1	197118456	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoLovle	Geobacter lovleyi	CP001089	ACD94376.1	189419978	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoLovl2	Geobacter lovleyi	CP001089	ACD94940.1	189420542	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoLovl3	Geobacter lovleyi	NC_010814	YP_001950896.1	189423719	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoLovl4	Geobacter lovleyi	NC_010814	YP_001951460.1	189424283	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoMetal	Geobacter metallireducens	CP000148	ABB30904.1	78193137	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoMeta2	Geobacter metallireducens	NC_007517	YP_383629.1	78221882	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoSpeci	Geobacter sp.	CP001390	ACM20811.1	221564839	4B	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoSpec2	Geobacter sp.	NC_011979	YP_002537912.1	222055550	4B	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoSpec3	Geobacter sp.	CP001390	ACM20925.1	221564953	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoSpec4	Geobacter sp.	NC_011979	YP_002538026.1	222055664	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoSpec5	Geobacter sp.	CP001661	ACT18197.1	251775616	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoSpec6	Geobacter sp.	NC_012918	YP_003021955.1	253700766	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoSpec7	Geobacter sp.	ACPJ01000029	EET35459.1	254984479	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoSpec8	Geobacter sp.	NZ_ACPJ01000029	ZP_05311843.1	255059695	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoSulfu	Geobacter sulfurreducens	AE017180	AAR36215.1	39984859	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoSulf2	Geobacter sulfurreducens	NC_002939	NP_953865.1	39997914	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoSulf3	Geobacter sulfurreducens	CP002031	ADI85572.1	298506849	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoUrani	Geobacter uraniireducens	CP000698	ABQ28038.1	146399405	4I	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoUran2	Geobacter uraniireducens	NC_009483	YP_001232611.1	148265905	4I	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoUran3	Geobacter uraniireducens	CP000698	ABQ25379.1	146396746	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GeoUran4	Geobacter uraniireducens	NC_009483	YP_001229952.1	148263246	1A	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
GluDiaz3	Gluconacetobacter diazotrophicus	AM889285	CAP54379.1	161784836	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter
GluDiaz4	Gluconacetobacter diazotrophicus	NC_010125	YP_001600720.1	162146261	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter
GluDiaz5	Gluconacetobacter diazotrophicus	CP001189	ACI51349.1	209531412	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter
GluDiaz6	Gluconacetobacter diazotrophicus	NC_011365	YP_002275964.1	209543735	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter
GorPamel	Gordonibacter pamelaeae	FP929047	CBL04240.1	295106697	4F	Bacteria	Actinobacteria	Coriobacteridae	Coriobacteriales	Coriobacteriaceae	Gordonibacter
HlhHalop	Halorhodospira halophila	CP000544	ABM61068.1	121588488	1O	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira
HlhHalo2	Halorhodospira halophila	NC_008789	YP_001001870.1	121997083	1O	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira
HelMode3	Heliobacterium modesticaldum	CP000930	ABZ83695.1	167591947	1C	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Heliobacterium
HelMode4	Heliobacterium modesticaldum	NC_010337	YP_001679706.1	167629207	1C	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Heliobacterium
HerSero6	Herbaspirillum seropedicae	CP002039	ADJ64345.1	300074946	1K	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum
HerSero7	Herbaspirillum seropedicae	NC_014323	YP_003776253.1	300312161	1K	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum
HdrTherm	Hydrogenobacter thermophilus	AP011112	BAI69593.1	288787846	1	Bacteria	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	__g
HdrTher2	Hydrogenobacter thermophilus	NC_013799	YP_003432794.1	288818446	1	Bacteria	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	__g
HdrTher3	Hydrogenobacter thermophilus	CP002221	ADO45518.1	308752035	1	Bacteria	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	__g
HydroDSM	hydrogenotrophicus DSM	ACBZ01000044	EEG50047.1	225039801	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	__f	Blautia
HydroDS2	hydrogenotrophicus DSM	NZ_ACBZ01000044	ZP_03781585.1	225572830	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	__f	Blautia
IlyPolyt	Ilyobacter polytropus	CP002281	ADO83190.1	309748528	3C	Bacteria	Fusobacteria	__c	Fusobacteriales	Fusobacteriaceae	Ilyobacter
IlyPoly2	Ilyobacter polytropus	NC_014632	YP_003967538.1	310779205	3C	Bacteria	Fusobacteria	__c	Fusobacteriales	Fusobacteriaceae	Ilyobacter
KlePneu3	Klebsiella pneumoniae	CP000964	ACI11459.1	206569683	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
KlePneu4	Klebsiella pneumoniae	NC_011283	YP_002237565.1	206580625	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
KleSpe35	Klebsiella sp.	GG745508	EFD86074.1	289778077	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
KleSpe36	Klebsiella sp.	NZ_GG745508	ZP_06548054.1	290508683	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
KleVari5	Klebsiella variicola	CP001891	ACU32734.1	255761134	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
KleVari6	Klebsiella variicola	NC_013850	YP_003438540.1	288934481	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
LepFerr2	Leptospirillum ferrodiazotrophum	GG693862	EES53484.1	251772925	1K	Bacteria	Nitrospirae	__c	Nitrospirales	Nitrospiraceae	Leptospirillum
LphCholo	Leptothrix cholodnii	CP001013	ACB33698.1	170775559	1K	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	__f	Leptothrix
LphChol2	Leptothrix cholodnii	NC_010524	YP_001790463.1	171058114	1K	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	__f	Leptothrix
LynSpec3	Lyngbya sp.	AAVU01000012	EAW37219.1	119456086	1B	Bacteria	Cyanobacteria	__c	Oscillatoriales	__f	Lyngbya
LynSpec4	Lyngbya sp.	NZ_AAVU01000012	ZP_01620768.1	119486793	1B	Bacteria	Cyanobacteria	__c	Oscillatoriales	__f	Lyngbya
MgnSpeci	Magnetococcus sp.	CP000471	ABK43713.1	117608258	1G	Bacteria	Proteobacteria	Alphaproteobacteria	Magnetococcales	Magnetococcaceae	Magnetococcus
MgnSpec2	Magnetococcus sp.	NC_008576	YP_865119.1	117924502	1G	Bacteria	Proteobacteria	Alphaproteobacteria	Magnetococcales	Magnetococcaceae	Magnetococcus
MagMagn3	Magnetospirillum magneticum	AP007255	BAE50378.1	82945514	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum
MagMagn4	Magnetospirillum magneticum	NC_007626	YP_420937.1	83310673	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum
