"SAMPLEID","join","Sample_Name2","seqID","station","cruise","Latitude","Longitude","Size_fraction","Sample.type","type","surface_dna","region","direction","wasSequenced","lat_lon","Depth","Collection_Month","SRA.Study","Run","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","BioSampleModel","Bytes","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","Experiment","geo_loc_name_country","geo_loc_name_country_continent","geo_loc_name","Instrument","Isolation_source","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","samp_mat_process","Sample.Name","Collection_Date","Time"
"Gradoville31-68549","HF7",2017,68549,7,2017,33.04266333,157.99555,"whole",NA,"dna","yes","transition","north",68549,"33.04266333 N 157.99555 W",15,"2017-05","SRP190508","SRR8844117","AMPLICON",501,12537755,"PRJNA530276","SAMN11317425","Metagenome or environmental",6053457,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631927","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68549_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-33.04 N 158 W-May-2017-68549","5/31/17","9:33:00"
"Gradoville32-68550","HF7",2017,68550,7,2017,33.04266333,157.99555,"whole",NA,"dna","yes","transition","north",68550,"33.04266333 N 157.99555 W",15,"2017-05","SRP190508","SRR8844116","AMPLICON",501,16837323,"PRJNA530276","SAMN11317426","Metagenome or environmental",8050119,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631928","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68550_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-33.04 N 158 W-May-2017-68550","5/31/17","9:33:00"
"Gradoville42-68591","7",2017,68591,7,2017,41.41657667,157.99993,"whole",NA,"dna","yes","transition","south",68591,"41.41657667 N 157.99993 W",15,"2017-06","SRP190508","SRR8844139","AMPLICON",501,16374881,"PRJNA530276","SAMN11317434","Metagenome or environmental",8437749,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631905","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68591_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-41.42 N 158 W-Jun-2017-68591","6/3/17","8:37:00"
"Gradoville44-68607","7",2017,68607,7,2017,41.41657667,157.99993,"whole",NA,"dna","yes","transition","south",68607,"41.41657667 N 157.99993 W",15,"2017-06","SRP190508","SRR8844137","AMPLICON",501,28771379,"PRJNA530276","SAMN11317436","Metagenome or environmental",14783866,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631907","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68607_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-41.42 N 158 W-Jun-2017-68607","6/3/17","8:37:00"
"Gradoville45-68608","7",2017,68608,7,2017,41.41657667,157.99993,"whole",NA,"dna","yes","transition","south",68608,"41.41657667 N 157.99993 W",15,"2017-06","SRP190508","SRR8844164","AMPLICON",501,23289008,"PRJNA530276","SAMN11317437","Metagenome or environmental",10882711,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631880","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68608_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-41.42 N 158 W-Jun-2017-68608","6/3/17","8:37:00"
"Gradoville43-68597","7",2017,68597,7,2017,41.41657667,157.99993,"whole",NA,"dna",NA,"transition","south",68597,"41.41657667 N 157.99993 W",120,"2017-06","SRP190508","SRR8844136","AMPLICON",501,21228434,"PRJNA530276","SAMN11317435","Metagenome or environmental",10597922,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631908","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68597_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-120m-41.42 N 158 W-Jun-2017-68597","6/3/17","8:37:00"
"Gradoville33-68551","HF8",2017,68551,8,2017,33.54210167,157.999885,"whole",NA,"dna","yes","transition","north",68551,"33.54210167 N 157.999885 W",15,"2017-05","SRP190508","SRR8844144","AMPLICON",501,17780851,"PRJNA530276","SAMN11317427","Metagenome or environmental",9335199,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631900","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68551_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-33.54 N 158 W-May-2017-68551","5/31/17","12:31:00"
"Gradoville34-68552","HF8",2017,68552,8,2017,33.54210167,157.999885,"whole",NA,"dna","yes","transition","north",68552,"33.54210167 N 157.999885 W",15,"2017-05","SRP190508","SRR8844145","AMPLICON",501,15334236,"PRJNA530276","SAMN11317428","Metagenome or environmental",7822049,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631899","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68552_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-33.54 N 158 W-May-2017-68552","5/31/17","12:31:00"
"Gradoville46-68638","8",2017,68638,8,2017,39.49989833,158.0000667,"whole",NA,"dna",NA,"transition","south",68638,"39.49989833 N 158.0000667 W",24,"2017-06","SRP190508","SRR8844161","AMPLICON",501,16316430,"PRJNA530276","SAMN11317438","Metagenome or environmental",8458974,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631883","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68638_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-DCMm-39.5 N 158 W-Jun-2017-68638","6/4/17","9:53:00"
"Gradoville47-68645","8",2017,68645,8,2017,39.49989833,158.0000667,"whole",NA,"dna",NA,"transition","south",NA,"39.49989833 N 158.0000667 W",45,"2017-06","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/4/17","9:53:00"
"Gradoville48-68646","8",2017,68646,8,2017,39.49989833,158.0000667,"whole",NA,"dna",NA,"transition","south",68646,"39.49989833 N 158.0000667 W",45,"2017-06","SRP190508","SRR8844115","AMPLICON",501,18765295,"PRJNA530276","SAMN11317439","Metagenome or environmental",9103923,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631929","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68646_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-45m-39.5 N 158 W-Jun-2017-68646","6/4/17","9:53:00"
"Gradoville35-68553","HF9",2017,68553,9,2017,34.18764,157.9992767,"whole",NA,"dna","yes","transition","north",NA,"34.18764 N 157.9992767 W",15,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"5/31/17","16:07:00"
"Gradoville36-68554","HF9",2017,68554,9,2017,34.18764,157.9992767,"whole",NA,"dna","yes","transition","north",68554,"34.18764 N 157.9992767 W",15,"2017-05","SRP190508","SRR8844142","AMPLICON",501,15642579,"PRJNA530276","SAMN11317429","Metagenome or environmental",8645490,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631902","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68554_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-34.19 N 158 W-May-2017-68554","5/31/17","16:07:00"
"Gradoville49-68667","9",2017,68667,9,2017,37.9999,157.9999667,"whole",NA,"dna","yes","transition","south",68667,"37.9999 N 157.9999667 W",15,"2017-06","SRP190508","SRR8844114","AMPLICON",501,19458995,"PRJNA530276","SAMN11317440","Metagenome or environmental",10364713,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631930","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68667_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-38 N 158 W-Jun-2017-68667","6/5/17","3:32:00"
"Gradoville37-68556","HF10",2017,68556,10,2017,34.88330333,157.9967383,"whole",NA,"dna","yes","transition","north",68556,"34.88330333 N 157.9967383 W",15,"2017-05","SRP190508","SRR8844143","AMPLICON",501,17826905,"PRJNA530276","SAMN11317430","Metagenome or environmental",9331150,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631901","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68556_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-34.88 N 158 W-May-2017-68556","5/31/17","20:08:00"
"Gradoville54-68692","10",2017,68692,10,2017,37.49989167,158.000035,"whole",NA,"dna",NA,"transition","south",NA,"37.49989167 N 158.000035 W",46,"2017-06","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/5/17","13:06:00"
"Gradoville40-68567","HF11",2017,68567,11,2017,37.00191333,157.9972683,"whole",NA,"dna","yes","transition","north",68567,"37.00191333 N 157.9972683 W",15,"2017-06","SRP190508","SRR8844141","AMPLICON",501,14997593,"PRJNA530276","SAMN11317432","Metagenome or environmental",7735968,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631903","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68567_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-37 N 158 W-Jun-2017-68567","6/1/17","10:43:00"
"Gradoville41-68568","HF11",2017,68568,11,2017,37.00191333,157.9972683,"whole",NA,"dna","yes","transition","north",68568,"37.00191333 N 157.9972683 W",15,"2017-06","SRP190508","SRR8844138","AMPLICON",501,29001142,"PRJNA530276","SAMN11317433","Metagenome or environmental",14992022,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631906","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater (>0.2 microns)","68568_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-37 N 158 W-Jun-2017-68568","6/1/17","10:43:00"
"Gradoville55-68715","11",2017,68715,11,2017,36.99987667,158.000035,"whole",NA,"dna","yes","transition","south",NA,"36.99987667 N 158.000035 W",15,"2017-06","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/6/17","4:29:00"
"Gradoville56-68741","11",2017,68741,11,2017,36.99987667,158.000035,"whole",NA,"dna",NA,"transition","south",NA,"36.99987667 N 158.000035 W",25,"2017-06","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/6/17","4:29:00"
"Gradoville57-68742","11",2017,68742,11,2017,36.99987667,158.000035,"whole",NA,"dna",NA,"transition","south",NA,"36.99987667 N 158.000035 W",25,"2017-06","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/6/17","4:29:00"
"Gradoville58-68748","12",2017,68748,12,2017,36,158,"whole",NA,"dna","yes","transition","south",NA,"36 N 158 W",15,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/7/17","3:33:00"
"Gradoville63-68775","12",2017,68775,12,2017,36,158,"whole",NA,"dna",NA,"transition","south",NA,"36 N 158 W",25,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/7/17","3:33:00"
"Gradoville62-68773","12",2017,68773,12,2017,36,158,"whole",NA,"dna",NA,"transition","south",NA,"36 N 158 W",45,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/7/17","3:33:00"
"Gradoville60-68767","12",2017,68767,12,2017,36,158,"whole",NA,"dna",NA,"transition","south",NA,"36 N 158 W",50,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/7/17","3:33:00"
"Gradoville61-68768","12",2017,68768,12,2017,36,158,"whole",NA,"dna",NA,"transition","south",NA,"36 N 158 W",50,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/7/17","3:33:00"
"Gradoville59-68766","12",2017,68766,12,2017,36,158,"whole",NA,"dna",NA,"transition","south",NA,"36 N 158 W",60,"2017-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"6/7/17","3:33:00"
"Hanna10-64077A","13",2016,64077,13,2016,29.42,158,"0.2","Morning","dna","yes","npsg","south",64077,"29.42 N 158 W",15,"2016-05","SRP190508","SRR8844071","AMPLICON",600,18820499,"PRJNA530276","SAMN11317359","Metagenome or environmental",10894541,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631973","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, small size fraction (>2 microns\, <3 microns)","64077_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-29.42 N 158 W-May-2016-small fraction-64077","5/1/16",NA
"Hanna9-64076A","13",2016,64076,13,2016,26.17,157.599,"3","Morning","dna","yes","npsg","south",64076,"26.17 N 157.599 W",15,"2016-05","SRP190508","SRR8844070","AMPLICON",601,17075829,"PRJNA530276","SAMN11317387","Metagenome or environmental",9755742,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631974","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, large size fraction (>3 microns)","64076_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-29.42 N 158 W-May-2016-large fraction-64076","5/1/16",NA
"Hanna55-64117A","14",2016,64117,14,2016,26.17,157.599,"3","Profile","dna",NA,"npsg","south",64117,"26.17 N 157.599 W",5,"2016-05","SRP190508","SRR8844192","AMPLICON",601,29832532,"PRJNA530276","SAMN11317396","Metagenome or environmental",17346029,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631852","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, large size fraction (>3 microns)","64117_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-5m-26.16 N 158.06 W-May-2016-large fraction-64117","5/2/16",NA
"Hanna56-64118A","14",2016,64118,14,2016,26.17,157.599,"0.2","Profile","dna",NA,"npsg","south",64118,"26.17 N 157.599 W",5,"2016-05","SRP190508","SRR8844193","AMPLICON",600,28184434,"PRJNA530276","SAMN11317368","Metagenome or environmental",16452224,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631851","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, small size fraction (>2 microns\, <3 microns)","64118_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-5m-26.16 N 158.06 W-May-2016-small fraction-64118","5/2/16",NA
"Hanna11-64088A","14",2016,64088,14,2016,26.17,157.599,"3","Morning","dna","yes","npsg","south",64088,"26.17 N 157.599 W",15,"2016-05","SRP190508","SRR8844072","AMPLICON",601,27029587,"PRJNA530276","SAMN11317388","Metagenome or environmental",15381781,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631972","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, large size fraction (>3 microns)","64088_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-26.17 N 157.6 W-May-2016-large fraction-64088","5/2/16",NA
"Hanna12-64089A","14",2016,64089,14,2016,26.17,157.599,"0.2","Morning","dna","yes","npsg","south",64089,"26.17 N 157.599 W",15,"2016-05","SRP190508","SRR8844073","AMPLICON",600,21854795,"PRJNA530276","SAMN11317360","Metagenome or environmental",12384973,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631971","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, small size fraction (>2 microns\, <3 microns)","64089_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-26.17 N 157.6 W-May-2016-small fraction-64089","5/2/16",NA
"Hanna53-64113A","14",2016,64113,14,2016,26.17,157.599,"3","Profile","dna","yes","npsg","south",64113,"26.17 N 157.599 W",15,"2016-05","SRP190508","SRR8844194","AMPLICON",601,30427912,"PRJNA530276","SAMN11317395","Metagenome or environmental",17924725,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631850","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, large size fraction (>3 microns)","64113_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-26.16 N 158.06 W-May-2016-large fraction-64113","5/2/16",NA
"Hanna54-64114A","14",2016,64114,14,2016,26.17,157.599,"0.2","Profile","dna","yes","npsg","south",64114,"26.17 N 157.599 W",15,"2016-05","SRP190508","SRR8844195","AMPLICON",600,23929704,"PRJNA530276","SAMN11317367","Metagenome or environmental",14145536,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631849","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, small size fraction (>2 microns\, <3 microns)","64114_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-15m-26.16 N 158.06 W-May-2016-small fraction-64114","5/2/16",NA
"Hanna51-64109A","14",2016,64109,14,2016,26.17,157.599,"3","Profile","dna",NA,"npsg","south",64109,"26.17 N 157.599 W",45,"2016-05","SRP190508","SRR8844163","AMPLICON",601,31667323,"PRJNA530276","SAMN11317394","Metagenome or environmental",18922386,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631881","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, large size fraction (>3 microns)","64109_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-45m-26.16 N 158.06 W-May-2016-large fraction-64109","5/2/16",NA
"Hanna52-64110A","14",2016,64110,14,2016,26.17,157.599,"0.2","Profile","dna",NA,"npsg","south",64110,"26.17 N 157.599 W",45,"2016-05","SRP190508","SRR8844162","AMPLICON",601,41107949,"PRJNA530276","SAMN11317366","Metagenome or environmental",24941655,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631882","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, small size fraction (>2 microns\, <3 microns)","64110_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-45m-26.16 N 158.06 W-May-2016-small fraction-64110","5/2/16",NA
"Hanna49-64107A","14",2016,64107,14,2016,26.17,157.599,"3","Profile","dna",NA,"npsg","south",64107,"26.17 N 157.599 W",60,"2016-05","SRP190508","SRR8844172","AMPLICON",601,40490247,"PRJNA530276","SAMN11317393","Metagenome or environmental",25764669,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631872","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, large size fraction (>3 microns)","64107_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-60m-26.16 N 158.06 W-May-2016-large fraction-64107","5/2/16",NA
"Hanna50-64108A","14",2016,64108,14,2016,26.17,157.599,"0.2","Profile","dna",NA,"npsg","south",64108,"26.17 N 157.599 W",60,"2016-05","SRP190508","SRR8844171","AMPLICON",601,38030246,"PRJNA530276","SAMN11317365","Metagenome or environmental",23195490,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631873","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, small size fraction (>2 microns\, <3 microns)","64108_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-60m-26.16 N 158.06 W-May-2016-small fraction-64108","5/2/16",NA
"Hanna47-64105A","14",2016,64105,14,2016,26.17,157.599,"3","Profile","dna",NA,"npsg","south",64105,"26.17 N 157.599 W",75,"2016-05","SRP190508","SRR8844170","AMPLICON",601,43024479,"PRJNA530276","SAMN11317392","Metagenome or environmental",26522757,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631874","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, large size fraction (>3 microns)","64105_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-75m-26.16 N 158.06 W-May-2016-large fraction-64105","5/2/16",NA
"Hanna48-64106A","14",2016,64106,14,2016,26.17,157.599,"0.2","Profile","dna",NA,"npsg","south",64106,"26.17 N 157.599 W",75,"2016-05","SRP190508","SRR8844169","AMPLICON",601,54512874,"PRJNA530276","SAMN11317364","Metagenome or environmental",33088356,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631875","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, small size fraction (>2 microns\, <3 microns)","64106_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-75m-26.16 N 158.06 W-May-2016-small fraction-64106","5/2/16",NA
"Hanna46-64100A","14",2016,64100,14,2016,26.17,157.599,"0.2","Profile","dna",NA,"npsg","south",NA,"26.17 N 157.599 W",80,"2016-05","SRP190508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METAGENOMIC",NA,NA,NA,NA,NA,"5/2/16",NA
"Hanna44-64101A","14",2016,64101,14,2016,26.17,157.599,"3","Profile","dna",NA,"npsg","south",64101,"26.17 N 157.599 W",120,"2016-05","SRP190508","SRR8844168","AMPLICON",601,20884309,"PRJNA530276","SAMN11317391","Metagenome or environmental",12992225,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","public","fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","SRX5631876","uncalculated","uncalculated","Pacific Ocean","Illumina MiSeq","Filtered seawater\, large size fraction (>3 microns)","64101_library","PAIRED","PCR","METAGENOMIC","marine metagenome","ILLUMINA","2019-04-03T00:00:00Z","high-throughput nifH gene sequencing","DNA-120m-26.16 N 158.06 W-May-2016-large fraction-64101","5/2/16",NA
