"SAMPLEID"	"StudyID"	"Run"	"SRA_Study"	"BioProject"	"BioSample"	"Sample_Name"	"Sample_Name_2"	"Region"	"Collection_Date"	"Time"	"Depth"	"Station"	"geo_loc_name"	"Lat_Lon"	"Latitude"	"Longitude"	"LibraryName"	"LibrarySelection"	"LibrarySource"	"Size_fraction"	"Sample_Type"	"Lat"	"Lon"	"DateTimeUTC"	"FIXME.Depth"
"SRR6401068"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218919"	"102.100.100/37121"	NA	NA	"2016-5-23"	NA	"750.9"	NA	"Pacific Ocean"	"42.932233 S 174.784083 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.932233	-174.784083	"2016-05-22T23:15:00"	FALSE
"SRR6401070"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218917"	"102.100.100/37119"	NA	NA	"2016-5-22"	NA	"38.2"	NA	"Pacific Ocean"	"44.155900 S 173.937500 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-44.1559	-173.9375	"2016-05-21T23:15:00"	FALSE
"SRR6401072"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218921"	"102.100.100/37123"	NA	NA	"2016-5-23"	NA	"500.8"	NA	"Pacific Ocean"	"42.932233 S 174.784083 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-42.932233	-174.784083	"2016-05-22T23:15:00"	FALSE
"SRR6401074"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219220"	"102.100.100/37425"	NA	NA	"2016-6-13"	NA	"39.1"	NA	"Pacific Ocean"	"18.501220 S 170.002350 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-18.50122	-170.00235	"2016-06-13T23:00:00"	FALSE
"SRR6401076"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219218"	"102.100.100/37423"	NA	NA	"2016-6-13"	NA	"466"	NA	"Pacific Ocean"	"18.501220 S 170.002350 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-18.50122	-170.00235	"2016-06-13T23:00:00"	FALSE
"SRR6401078"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219216"	"102.100.100/37421"	NA	NA	"2016-6-13"	NA	"1935.9"	NA	"Pacific Ocean"	"18.501220 S 170.002350 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-18.50122	-170.00235	"2016-06-13T23:00:00"	FALSE
"SRR6401080"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219214"	"102.100.100/37419"	NA	NA	"2016-6-13"	NA	"38"	NA	"Pacific Ocean"	"19.001200 S 170.058920 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-19.0012	-170.05892	"2016-06-13T23:00:00"	FALSE
"SRR6401082"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219212"	"102.100.100/37417"	NA	NA	"2016-6-13"	NA	"535.2"	NA	"Pacific Ocean"	"19.001200 S 170.058920 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-19.0012	-170.05892	"2016-06-13T23:00:00"	FALSE
"SRR6401084"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218998"	"102.100.100/37202"	NA	NA	"2016-5-31"	NA	"35.6"	NA	"Pacific Ocean"	"37.763800 S 171.195970 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-37.7638	-171.19597	"2016-05-31T23:00:00"	FALSE
"SRR6401086"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218996"	"102.100.100/37200"	NA	NA	"2016-5-31"	NA	"536.1"	NA	"Pacific Ocean"	"37.763800 S 171.195970 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-37.7638	-171.19597	"2016-05-31T23:00:00"	FALSE
"SRR6401088"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218994"	"102.100.100/37198"	NA	NA	"2016-5-31"	NA	"2085.7"	NA	"Pacific Ocean"	"37.763800 S 171.195970 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-37.7638	-171.19597	"2016-05-31T23:00:00"	FALSE
"SRR6401090"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218992"	"102.100.100/37196"	NA	NA	"2016-5-31"	NA	"25.2"	NA	"Pacific Ocean"	"38.190170 S 171.500200 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-38.19017	-171.5002	"2016-05-31T23:00:00"	FALSE
"SRR6401092"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219000"	"102.100.100/37204"	NA	NA	"2016-6-1"	NA	"2001.3"	NA	"Pacific Ocean"	"36.875450 S 170.598350 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-36.87545	-170.59835	"2016-06-01T23:00:00"	FALSE
"SRR6401094"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218968"	"102.100.100/37172"	NA	NA	"2016-5-30"	NA	"41.4"	NA	"Pacific Ocean"	"39.969450 S 172.701480 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-39.96945	-172.70148	"2016-05-29T23:15:00"	FALSE
"SRR6401096"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218966"	"102.100.100/37170"	NA	NA	"2016-5-30"	NA	"562.9"	NA	"Pacific Ocean"	"39.969450 S 172.701480 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-39.96945	-172.70148	"2016-05-29T23:15:00"	FALSE
"SRR6401098"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218964"	"102.100.100/37168"	NA	NA	"2016-5-30"	NA	"1935.6"	NA	"Pacific Ocean"	"39.969450 S 172.701480 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-39.96945	-172.70148	"2016-05-29T23:15:00"	FALSE
"SRR6401100"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218962"	"102.100.100/37166"	NA	NA	"2016-5-29"	NA	"35.6"	NA	"Pacific Ocean"	"40.397370 S 173.021950 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-40.39737	-173.02195	"2016-05-28T23:15:00"	FALSE
"SRR6401102"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218970"	"102.100.100/37174"	NA	NA	"2016-5-30"	NA	"2000.8"	NA	"Pacific Ocean"	"39.515130 S 172.414100 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-39.51513	-172.4141	"2016-05-30T23:00:00"	FALSE
"SRR6401104"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218787"	"102.100.100/36989"	NA	NA	"2016-5-14"	NA	"2084.1"	NA	"Pacific Ocean"	"56.000533 S 170.004417 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-56.000533	-170.004417	"2016-05-14T23:00:00"	FALSE
"SRR6401106"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218789"	"102.100.100/36991"	NA	NA	"2016-5-14"	NA	"535.2"	NA	"Pacific Ocean"	"56.000533 S 170.004417 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-56.000533	-170.004417	"2016-05-14T23:00:00"	FALSE
"SRR6401108"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218783"	"102.100.100/36985"	NA	NA	"2016-5-13"	NA	"501"	NA	"Pacific Ocean"	"56.495217 S 170.013367 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-56.495217	-170.013367	"2016-05-13T23:00:00"	FALSE
"SRR6401110"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218785"	"102.100.100/36987"	NA	NA	"2016-5-13"	NA	"50.3"	NA	"Pacific Ocean"	"56.495217 S 170.013367 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-56.495217	-170.013367	"2016-05-13T23:00:00"	FALSE
"SRR6401112"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218791"	"102.100.100/36993"	NA	NA	"2016-5-14"	NA	"35"	NA	"Pacific Ocean"	"56.000533 S 170.004417 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-56.000533	-170.004417	"2016-05-14T23:00:00"	FALSE
"SRR6401114"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219141"	"102.100.100/37344"	NA	NA	"2016-6-9"	NA	"1035.4"	NA	"Pacific Ocean"	"24.993080 S 170.003970 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-24.99308	-170.00397	"2016-06-09T23:00:00"	FALSE
"SRR6401116"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219139"	"102.100.100/37342"	NA	NA	"2016-6-9"	NA	"5738.7"	NA	"Pacific Ocean"	"24.993080 S 170.003970 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-24.99308	-170.00397	"2016-06-09T23:00:00"	FALSE
"SRR6401118"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219137"	"102.100.100/37340"	NA	NA	"2016-6-9"	NA	"76.3"	NA	"Pacific Ocean"	"25.491730 S 170.002170 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-25.49173	-170.00217	"2016-06-09T23:00:00"	FALSE
"SRR6401120"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219135"	"102.100.100/37338"	NA	NA	"2016-6-9"	NA	"1000"	NA	"Pacific Ocean"	"25.491730 S 170.002170 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-25.49173	-170.00217	"2016-06-09T23:00:00"	FALSE
"SRR6401122"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219133"	"102.100.100/37336"	NA	NA	"2016-6-9"	NA	"5933.9"	NA	"Pacific Ocean"	"25.491730 S 170.002170 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-25.49173	-170.00217	"2016-06-09T23:00:00"	FALSE
"SRR6401124"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218841"	"102.100.100/37029"	NA	NA	"2016-5-17"	NA	"49.2"	NA	"Pacific Ocean"	"52.002417 S 170.076017 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-52.002417	-170.076017	"2016-05-17T23:00:00"	FALSE
"SRR6401126"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218827"	"102.100.100/37031"	NA	NA	"2016-5-17"	NA	"2086.4"	NA	"Pacific Ocean"	"51.491767 S 170.017450 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-51.491767	-170.01745	"2016-05-17T23:00:00"	FALSE
"SRR6401128"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218829"	"102.100.100/37025"	NA	NA	"2016-5-17"	NA	"1999.7"	NA	"Pacific Ocean"	"52.002417 S 170.076017 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-52.002417	-170.076017	"2016-05-17T23:00:00"	FALSE
"SRR6401130"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218823"	"102.100.100/37027"	NA	NA	"2016-5-17"	NA	"498.8"	NA	"Pacific Ocean"	"52.002417 S 170.076017 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-52.002417	-170.076017	"2016-05-17T23:00:00"	FALSE
"SRR6401132"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218825"	"102.100.100/37033"	NA	NA	"2016-5-17"	NA	"535.9"	NA	"Pacific Ocean"	"51.491767 S 170.017450 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-51.491767	-170.01745	"2016-05-17T23:00:00"	FALSE
"SRR6401134"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218831"	"102.100.100/37458"	NA	NA	"2016-6-15"	NA	"42.2"	NA	"Pacific Ocean"	"15.496430 S 170.000970 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-15.49643	-170.00097	"2016-06-15T23:00:00"	FALSE
"SRR6401136"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219255"	"102.100.100/37456"	NA	NA	"2016-6-15"	NA	"465.9"	NA	"Pacific Ocean"	"15.496430 S 170.000970 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-15.49643	-170.00097	"2016-06-15T23:00:00"	FALSE
"SRR6401138"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219253"	"102.100.100/37462"	NA	NA	"2016-6-15"	NA	"501.7"	NA	"Pacific Ocean"	"15.002700 S 169.999930 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-15.0027	-169.99993	"2016-06-15T23:00:00"	FALSE
"SRR6401140"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219259"	"102.100.100/37460"	NA	NA	"2016-6-15"	NA	"2000.7"	NA	"Pacific Ocean"	"15.002700 S 169.999930 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-15.0027	-169.99993	"2016-06-15T23:00:00"	FALSE
"SRR6401142"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219257"	"102.100.100/37464"	NA	NA	"2016-6-15"	NA	"23.7"	NA	"Pacific Ocean"	"15.002700 S 169.999930 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-15.0027	-169.99993	"2016-06-15T23:00:00"	FALSE
"SRR6401144"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219261"	"102.100.100/37484"	NA	NA	"2016-6-16"	NA	"2086"	NA	"Pacific Ocean"	"13.817600 S 169.999000 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-13.8176	-169.999	"2016-06-16T23:00:00"	FALSE
"SRR6401146"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219281"	"102.100.100/37480"	NA	NA	"2016-6-16"	NA	"500.5"	NA	"Pacific Ocean"	"13.969100 S 169.997730 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-13.9691	-169.99773	"2016-06-16T23:00:00"	FALSE
"SRR6401148"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219277"	"102.100.100/37482"	NA	NA	"2016-6-16"	NA	"24.9"	NA	"Pacific Ocean"	"13.969100 S 169.997730 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-13.9691	-169.99773	"2016-06-16T23:00:00"	FALSE
"SRR6401150"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219279"	"102.100.100/37476"	NA	NA	"2016-6-16"	NA	"41.5"	NA	"Pacific Ocean"	"14.279880 S 169.996000 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-14.27988	-169.996	"2016-06-16T23:00:00"	FALSE
"SRR6401152"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219273"	"102.100.100/37478"	NA	NA	"2016-6-16"	NA	"2001.5"	NA	"Pacific Ocean"	"13.969100 S 169.997730 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-13.9691	-169.99773	"2016-06-16T23:00:00"	FALSE
"SRR6401154"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219275"	"102.100.100/37162"	NA	NA	"2016-5-29"	NA	"2085.3"	NA	"Pacific Ocean"	"40.397370 S 173.021950 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-40.39737	-173.02195	"2016-05-28T23:15:00"	FALSE
"SRR6401156"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218958"	"102.100.100/37160"	NA	NA	"2016-5-29"	NA	"23.6"	NA	"Pacific Ocean"	"40.835380 S 173.329580 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-40.83538	-173.32958	"2016-05-28T23:15:00"	FALSE
"SRR6401158"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218956"	"102.100.100/37158"	NA	NA	"2016-5-29"	NA	"500.2"	NA	"Pacific Ocean"	"40.835380 S 173.329580 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-40.83538	-173.32958	"2016-05-28T23:15:00"	FALSE
"SRR6401160"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218954"	"102.100.100/37156"	NA	NA	"2016-5-29"	NA	"1998"	NA	"Pacific Ocean"	"40.835380 S 173.329580 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-40.83538	-173.32958	"2016-05-28T23:15:00"	FALSE
"SRR6401162"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218952"	"102.100.100/37164"	NA	NA	"2016-5-29"	NA	"535.8"	NA	"Pacific Ocean"	"40.397370 S 173.021950 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-40.39737	-173.02195	"2016-05-28T23:15:00"	FALSE
"SRR6401164"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218960"	"102.100.100/37312"	NA	NA	"2016-6-6"	NA	"1066"	NA	"Pacific Ocean"	"28.501270 S 169.997220 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-28.50127	-169.99722	"2016-06-06T23:00:00"	FALSE
"SRR6401166"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219109"	"102.100.100/37310"	NA	NA	"2016-6-6"	NA	"5551.2"	NA	"Pacific Ocean"	"28.501270 S 169.997220 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-28.50127	-169.99722	"2016-06-06T23:00:00"	FALSE
"SRR6401168"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219107"	"102.100.100/37308"	NA	NA	"2016-6-6"	NA	"66"	NA	"Pacific Ocean"	"28.999250 S 169.984030 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-28.99925	-169.98403	"2016-06-06T23:00:00"	FALSE
"SRR6401170"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219105"	"102.100.100/37306"	NA	NA	"2016-6-6"	NA	"1066.3"	NA	"Pacific Ocean"	"28.999250 S 169.984030 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-28.99925	-169.98403	"2016-06-06T23:00:00"	FALSE
"SRR6401172"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219103"	"102.100.100/37314"	NA	NA	"2016-6-6"	NA	"126.1"	NA	"Pacific Ocean"	"28.501270 S 169.997220 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-28.50127	-169.99722	"2016-06-06T23:00:00"	FALSE
"SRR6401174"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219111"	"102.100.100/37379"	NA	NA	"2016-6-11"	NA	"2235"	NA	"Pacific Ocean"	"22.001780 S 169.999930 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-22.00178	-169.99993	"2016-06-11T23:00:00"	FALSE
"SRR6401176"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219174"	"102.100.100/37377"	NA	NA	"2016-6-11"	NA	"27"	NA	"Pacific Ocean"	"22.499230 S 170.000030 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-22.49923	-170.00003	"2016-06-11T23:00:00"	FALSE
"SRR6401178"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219172"	"102.100.100/37383"	NA	NA	"2016-6-11"	NA	"20.2"	NA	"Pacific Ocean"	"22.001780 S 169.999930 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-22.00178	-169.99993	"2016-06-11T23:00:00"	FALSE
"SRR6401180"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219178"	"102.100.100/37381"	NA	NA	"2016-6-11"	NA	"536.5"	NA	"Pacific Ocean"	"22.001780 S 169.999930 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-22.00178	-169.99993	"2016-06-11T23:00:00"	FALSE
"SRR6401182"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219176"	"102.100.100/37237"	NA	NA	"2016-6-2"	NA	"63.5"	NA	"Pacific Ocean"	"35.013470 S 169.991270 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-35.01347	-169.99127	"2016-06-02T23:00:00"	FALSE
"SRR6401184"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219035"	"102.100.100/37235"	NA	NA	"2016-6-2"	NA	"965.4"	NA	"Pacific Ocean"	"35.013470 S 169.991270 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-35.01347	-169.99127	"2016-06-02T23:00:00"	FALSE
"SRR6401186"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219180"	"102.100.100/37241"	NA	NA	"2016-6-2"	NA	"1002.2"	NA	"Pacific Ocean"	"34.501830 S 170.002130 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-34.50183	-170.00213	"2016-06-02T23:00:00"	FALSE
"SRR6401188"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219039"	"102.100.100/37239"	NA	NA	"2016-6-2"	NA	"5589.4"	NA	"Pacific Ocean"	"34.501830 S 170.002130 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-34.50183	-170.00213	"2016-06-02T23:00:00"	FALSE
"SRR6401190"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219037"	"102.100.100/37243"	NA	NA	"2016-6-2"	NA	"49.9"	NA	"Pacific Ocean"	"34.501830 S 170.002130 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-34.50183	-170.00213	"2016-06-02T23:00:00"	FALSE
"SRR6401192"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219041"	"102.100.100/37024"	NA	NA	"2016-5-17"	NA	"4999.6"	NA	"Pacific Ocean"	"52.002417 S 170.076017 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-52.002417	-170.076017	"2016-05-17T23:00:00"	FALSE
"SRR6401194"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218820"	"102.100.100/37020"	NA	NA	"2016-5-17"	NA	"1067.2"	NA	"Pacific Ocean"	"52.503917 S 169.996817 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-52.503917	-169.996817	"2016-05-17T23:00:00"	FALSE
"SRR6401196"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218816"	"102.100.100/37022"	NA	NA	"2016-5-17"	NA	"65"	NA	"Pacific Ocean"	"52.503917 S 169.996817 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-52.503917	-169.996817	"2016-05-17T23:00:00"	FALSE
"SRR6401198"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218818"	"102.100.100/37016"	NA	NA	"2016-5-16"	NA	"61"	NA	"Pacific Ocean"	"53.003483 S 170.014317 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-53.003483	-170.014317	"2016-05-16T23:00:00"	FALSE
"SRR6401200"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218812"	"102.100.100/37018"	NA	NA	"2016-5-17"	NA	"5245.1"	NA	"Pacific Ocean"	"52.503917 S 169.996817 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-52.503917	-169.996817	"2016-05-17T23:00:00"	FALSE
"SRR6401202"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218814"	"102.100.100/37385"	NA	NA	"2016-6-11"	NA	"2065.9"	NA	"Pacific Ocean"	"21.500730 S 169.999930 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-21.50073	-169.99993	"2016-06-11T23:00:00"	FALSE
"SRR6401204"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219211"	"102.100.100/37414"	NA	NA	"2016-6-13"	NA	"2964.7"	NA	"Pacific Ocean"	"19.001200 S 170.058920 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-19.0012	-170.05892	"2016-06-13T23:00:00"	FALSE
"SRR6401206"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219033"	"102.100.100/37411"	NA	NA	"2016-6-13"	NA	"501.4"	NA	"Pacific Ocean"	"19.495280 S 170.002620 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-19.49528	-170.00262	"2016-06-13T23:00:00"	FALSE
"SRR6401208"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219206"	"102.100.100/37413"	NA	NA	"2016-6-13"	NA	"50.4"	NA	"Pacific Ocean"	"19.495280 S 170.002620 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-19.49528	-170.00262	"2016-06-13T23:00:00"	FALSE
"SRR6401210"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219208"	"102.100.100/37407"	NA	NA	"2016-6-12"	NA	"40.2"	NA	"Pacific Ocean"	"19.998220 S 170.002200 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-19.99822	-170.0022	"2016-06-12T23:00:00"	FALSE
"SRR6401212"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219202"	"102.100.100/37409"	NA	NA	"2016-6-13"	NA	"2000.3"	NA	"Pacific Ocean"	"19.495280 S 170.002620 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-19.49528	-170.00262	"2016-06-13T23:00:00"	FALSE
"SRR6401214"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08219204"	"102.100.100/37190"	NA	NA	"2016-5-31"	NA	"20"	NA	"Pacific Ocean"	"38.634400 S 171.806150 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-38.6344	-171.80615	"2016-05-31T23:00:00"	FALSE
"SRR6401216"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218986"	"102.100.100/37192"	NA	NA	"2016-5-31"	NA	"1999.6"	NA	"Pacific Ocean"	"38.190170 S 171.500200 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-38.19017	-171.5002	"2016-05-31T23:00:00"	FALSE
"SRR6401218"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218988"	"102.100.100/37186"	NA	NA	"2016-5-31"	NA	"1935.5"	NA	"Pacific Ocean"	"38.634400 S 171.806150 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-38.6344	-171.80615	"2016-05-31T23:00:00"	FALSE
"SRR6401220"	"Raes_2020"	NA	"SRP114822"	"PRJNA385736"	"SAMN08218982"	"102.100.100/37188"	NA	NA	"2016-5-31"	NA	"565.7"	NA	"Pacific Ocean"	"38.634400 S 171.806150 W"	NA	NA	NA	"PCR"	"METAGENOMIC"	NA	NA	-38.6344	-171.80615	"2016-05-31T23:00:00"	FALSE
