Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Instrument	Isolation_source	Collection_Month	Collection_Date	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	source_material_ID	SRA Study	Depth
SRR13612878	AMPLICON	600	35113823	PRJNA695866	SAMN17621121	Metagenome or environmental	19559536	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006237	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.5.17	32.51 N 118.21 W	70718	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn2.150m	70718	SRP304319	150
SRR13612879	AMPLICON	600	32505020	PRJNA695866	SAMN17621120	Metagenome or environmental	18149741	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006236	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.5.17	32.51 N 118.21 W	70719	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn2.100m	70719	SRP304319	100
SRR13612881	AMPLICON	600	27581256	PRJNA695866	SAMN17621119	Metagenome or environmental	15895871	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006231	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.5.17	32.51 N 118.21 W	70720	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn2.50m	70720	SRP304319	50
SRR13612885	AMPLICON	600	35173875	PRJNA695866	SAMN17621118	Metagenome or environmental	18893276	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006230	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.5.17	32.51 N 118.21 W	70725	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn2.35m	70725	SRP304319	35
SRR13612887	AMPLICON	600	31017070	PRJNA695866	SAMN17621117	Metagenome or environmental	16960619	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006228	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.5.17	32.51 N 118.21 W	70726	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn2.25m	70726	SRP304319	25
SRR13612888	AMPLICON	600	33711447	PRJNA695866	SAMN17621116	Metagenome or environmental	18494138	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006227	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.5.17	32.51 N 118.21 W	70727	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn2.10m	70727	SRP304319	10
SRR13612889	AMPLICON	600	40612961	PRJNA695866	SAMN17621115	Metagenome or environmental	21653456	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006226	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.5.17	32.51 N 118.21 W	70728	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn2.2m	70728	SRP304319	2
SRR13612890	AMPLICON	600	32578509	PRJNA695866	SAMN17621114	Metagenome or environmental	18465429	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006225	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.4.17	32.84 N 117.53 W	70701	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn1.200m	70701	SRP304319	200
SRR13612891	AMPLICON	600	34613623	PRJNA695866	SAMN17621113	Metagenome or environmental	18950208	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006224	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.4.17	32.84 N 117.53 W	70704	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn1.150m	70704	SRP304319	150
SRR13612892	AMPLICON	600	34758583	PRJNA695866	SAMN17621112	Metagenome or environmental	19005037	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006223	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.4.17	32.84 N 117.53 W	70711	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn1.100m	70711	SRP304319	100
SRR13612893	AMPLICON	600	31064334	PRJNA695866	SAMN17621111	Metagenome or environmental	16455730	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006222	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.4.17	32.84 N 117.53 W	70712	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn1.50m	70712	SRP304319	50
SRR13612894	AMPLICON	600	32278680	PRJNA695866	SAMN17621110	Metagenome or environmental	18311781	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006221	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.4.17	32.84 N 117.53 W	70702	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn1.38m	70702	SRP304319	38
SRR13612895	AMPLICON	600	35429957	PRJNA695866	SAMN17621109	Metagenome or environmental	19189577	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006220	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.4.17	32.84 N 117.53 W	70703	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn1.25m	70703	SRP304319	25
SRR13612896	AMPLICON	600	38550289	PRJNA695866	SAMN17621108	Metagenome or environmental	20299346	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006219	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.4.17	32.84 N 117.53 W	70709	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn1.10m	70709	SRP304319	10
SRR13612898	AMPLICON	600	42616876	PRJNA695866	SAMN17621107	Metagenome or environmental	22326263	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006217	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.4.17	32.84 N 117.53 W	70710	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn1.2m	70710	SRP304319	2
SRR13612819	AMPLICON	600	27462638	PRJNA695866	SAMN17621206	Metagenome or environmental	15784322	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006297	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	33.56 N 119.84 W	70881	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn16.100m	70881	SRP304319	100
SRR13612820	AMPLICON	600	25171271	PRJNA695866	SAMN17621205	Metagenome or environmental	13867980	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006296	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	33.56 N 119.84 W	70882	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn16.50m	70882	SRP304319	50
SRR13612821	AMPLICON	600	27540229	PRJNA695866	SAMN17621204	Metagenome or environmental	14620805	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006295	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	33.56 N 119.84 W	70887	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn16.27m	70887	SRP304319	27
SRR13612822	AMPLICON	600	36803960	PRJNA695866	SAMN17621203	Metagenome or environmental	20767758	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006294	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	33.56 N 119.84 W	70888	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn16.10m	70888	SRP304319	10
SRR13612823	AMPLICON	600	37289679	PRJNA695866	SAMN17621202	Metagenome or environmental	20461355	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006293	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	33.56 N 119.84 W	70889	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn16.3m	70889	SRP304319	3
SRR13612916	AMPLICON	600	31729509	PRJNA695866	SAMN17621207	Metagenome or environmental	17264452	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006298	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.10.17	33.56 N 119.84 W	70879	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn16.200m	70879	SRP304319	200
SRR13612824	AMPLICON	600	30270038	PRJNA695866	SAMN17621201	Metagenome or environmental	15970419	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006292	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.11.17	33.82 N 118.97 W	70909	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn15.200m	70909	SRP304319	200
SRR13612825	AMPLICON	600	33342472	PRJNA695866	SAMN17621200	Metagenome or environmental	17979275	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006291	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.11.17	33.82 N 118.97 W	70910	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn15.150m	70910	SRP304319	150
SRR13612826	AMPLICON	600	29167609	PRJNA695866	SAMN17621199	Metagenome or environmental	15303754	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006290	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.11.17	33.82 N 118.97 W	70911	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn15.100m	70911	SRP304319	100
SRR13612827	AMPLICON	600	21936207	PRJNA695866	SAMN17621198	Metagenome or environmental	11877013	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006289	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.11.17	33.82 N 118.97 W	70912	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn15.50m	70912	SRP304319	50
SRR13612829	AMPLICON	600	31238401	PRJNA695866	SAMN17621197	Metagenome or environmental	17396594	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006287	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.11.17	33.82 N 118.97 W	70918	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn15.38m	70918	SRP304319	38
SRR13612830	AMPLICON	600	36968253	PRJNA695866	SAMN17621196	Metagenome or environmental	19586066	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006286	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.11.17	33.82 N 118.97 W	70917	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn15.20m	70917	SRP304319	20
SRR13612831	AMPLICON	600	31942909	PRJNA695866	SAMN17621195	Metagenome or environmental	16997027	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006285	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.11.17	33.82 N 118.97 W	70919	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn15.10m	70919	SRP304319	10
SRR13612832	AMPLICON	600	33798557	PRJNA695866	SAMN17621194	Metagenome or environmental	17742075	UNIVERSITY OF CALIFORNIA SANTA CRUZ	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX10006284	uncalculated	uncalculated	Pacific Ocean	Illumina MiSeq	seawater	2017-10	10.11.17	33.82 N 118.97 W	70920	PAIRED	PCR	METAGENOMIC	seawater metagenome	ILLUMINA	2021-07-01T00:00:00Z	SP1727.Stn15.3m	70920	SRP304319	3
