AUID,ARB2017.id,ARB2017.pctId,ARB2017.alen,ARB2017.evalue,Genomes879.id,Genomes879.pctId,Genomes879.alen,Genomes879.evalue,Genomes879.tax,MarineDiazo.subject,MarineDiazo.pid,MarineDiazo.alen,MarineDiazo.evalue,MarineDiazo.description,cluster,subcluster,AUID_updt,AUID_OLD,Genoes879.pid_flag,MarineDiazo.ID,consensus_id
AUID.21598,AKS11271.1|uncultured_microorganism,88.58,324.0,1.48e-109,Desulfovibrio magneticus,88.073,109.0,1.04e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3P,AUID.21598,AUID.10393,,,unknown3
AUID.2161,ABY55087.1|uncultured_soil,95.114,307.0,7.9599999999999985e-137,Xanthobacter autotrophicus,95.098,102.0,1.5899999999999998e-68,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter,,,,,,1,1K,AUID.2161,AUID.1647,,,unknown1K
AUID.21610,BAV19173.1|uncultured_marine,87.285,291.0,2.92e-91,Halorhodospira halophila,92.857,98.0,1.45e-62,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Halorhodospira,,,,,,1,1P,AUID.21610,AUID.28412,,,unknown1P
AUID.21614,BAQ19932.1|uncultured_marine,82.012,328.0,1.56e-74,Desulfovibrio aespoeensis,94.495,109.0,1.0300000000000001e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.21614,AUID.28416,,,unknown3
AUID.21623,AFD03763.1|uncultured_bacterium,90.798,326.0,2.4300000000000004e-122,Desulfovibrio aespoeensis,95.413,109.0,2.32e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.21623,AUID.28424,,,unknown3
AUID.21626,ACD87587.1|uncultured_bacterium,91.156,294.0,2.84e-111,Halorhodospira halophila,90.722,97.0,1.73e-61,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Halorhodospira,,,,,,1,1O,AUID.21626,AUID.28426,,,unknown1O
AUID.2164,AKV16053.1|uncultured_nitrogen-fixing,89.318,337.0,7.070000000000001e-118,Wolinella succinogenes,81.034,116.0,1.65e-60,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Wolinella,,,,,,1,1F,AUID.2164,AUID.1117,,,unknown1F
AUID.2165,BAV13468.1|uncultured_bacterium,94.516,310.0,3.74e-135,Coprococcus catus,98.058,103.0,1.21e-45,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus,,,,,,4,4F,AUID.2165,AUID.1650,1.0,,Coprococcus catus
AUID.21658,AKV16127.1|uncultured_nitrogen-fixing,97.561,328.0,3.84e-160,Pelobacter carbinolicus,96.33,109.0,8.08e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.21658,AUID.12271,,,unknown1A
AUID.21661,AHN51069.1|uncultured_bacterium,79.114,316.0,3.44e-56,Desulfatibacillum alkenivorans,93.578,109.0,1.29e-69,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3M,AUID.21661,AUID.28457,,,unknown3
AUID.21664,AKS11222.1|uncultured_microorganism,83.951,324.0,1.99e-83,Desulfovibrio aespoeensis,94.495,109.0,3.47e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.21664,AUID.28460,,,unknown3
AUID.21666,ARJ57654.1|uncultured_bacterium,81.04,327.0,1.57e-69,Chloroherpeton thalassium,87.156,109.0,1.24e-66,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,,,,,,3,3N,AUID.21666,AUID.10394,,,unknown3
AUID.21667,ALJ51636.1|uncultured_bacterium,95.427,328.0,1.81e-148,Verrucomicrobiae bacterium,86.239,109.0,5.000000000000002e-66,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,,,,,,3,3T,AUID.21667,AUID.12272,,,unknown3
AUID.21668,AKS11943.1|uncultured_microorganism,80.685,321.0,3.4e-66,delta proteobacterium,95.413,109.0,1.12e-72,Bacteria;Proteobacteria;Deltaproteobacteria;__o;__f;__g,,,,,,3,3E,AUID.21668,AUID.28462,,,unknown3
AUID.21680,AFD03745.1|uncultured_bacterium,91.554,296.0,1.6999999999999998e-113,Pelobacter carbinolicus,95.918,98.0,6.62e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.21680,AUID.28474,,,unknown1A
AUID.21682,AKV16163.1|uncultured_nitrogen-fixing,93.252,326.0,1.1e-135,Candidatus Azobacteroides,84.259,108.0,6.91e-65,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;CandidatusAzobacteroides;__g,,,,,,3,3G,AUID.21682,AUID.12273,,,unknown3
AUID.21690,AHA49924.1|uncultured_bacterium,99.694,327.0,2.93e-171,Desulfovibrio vulgaris,84.404,109.0,1.1099999999999999e-54,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3N,AUID.21690,AUID.12274,,,unknown3
AUID.21695,AMX23532.1|uncultured_bacterium,96.296,324.0,3.01e-151,Opitutaceae bacterium,96.33,109.0,1.03e-73,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;__g,,,,,,3,3E,AUID.21695,AUID.12275,,,unknown3
AUID.21698,AEI72331.1|uncultured_bacterium,92.025,326.0,5.180000000000001e-129,Desulfatibacillum alkenivorans,88.073,109.0,1.31e-66,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3B,AUID.21698,AUID.12276,,,unknown3
AUID.21700,APP89957.1|uncultured_bacterium,90.549,328.0,8.73e-122,Desulfomicrobium baculatum,93.578,109.0,2.61e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium,,,,,,3,3E,AUID.21700,AUID.12277,,,unknown3
AUID.21718,AHA49935.1|uncultured_bacterium,93.498,323.0,1.1e-135,Desulfovibrio vulgaris,86.111,108.0,1.84e-64,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3G,AUID.21718,AUID.10395,,,unknown3
AUID.21722,AKS11188.1|uncultured_microorganism,81.651,327.0,7.25e-73,delta proteobacterium,95.413,109.0,1.12e-72,Bacteria;Proteobacteria;Deltaproteobacteria;__o;__f;__g,,,,,,3,3E,AUID.21722,AUID.28507,,,unknown3
AUID.21726,ADA77622.1|uncultured_prokaryote,92.073,328.0,4.01e-130,Desulfovibrio aespoeensis,94.495,109.0,8.05e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.21726,AUID.12282,,,unknown3
AUID.2173,BAN66776.1|uncultured_bacterium,100.0,310.0,1.67e-163,Pseudomonas stutzeri,94.175,103.0,4.33e-60,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,SoJ_Sato_SV005,99.355,310.0,1.74e-162,Gamma A|A015|γ24774A11,1,1G,AUID.2173,AUID.1118,,Gamma A|A015|γ24774A11;SoJ_Sato_SV005,Gamma A|A015|γ24774A11;SoJ_Sato_SV005
AUID.21730,AAY85430.1|uncultured_bacterium,92.073,328.0,4.01e-130,Desulfovibrio magneticus,88.991,109.0,5.2399999999999994e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3P,AUID.21730,AUID.12283,,,unknown3
AUID.21734,GAF04833.1|Saccharicrinis_fermentans,81.818,330.0,7.25e-73,Chloroherpeton thalassium,87.156,109.0,2.46e-56,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,,,,,,3,3L,AUID.21734,AUID.28516,,,unknown3
AUID.21735,AKS11123.1|uncultured_microorganism,98.171,328.0,1.7700000000000003e-163,Pelobacter carbinolicus,95.413,109.0,2.8e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.21735,AUID.12284,,,unknown1A
AUID.21742,ARN60733.1|uncultured_bacterium,99.691,324.0,1.35e-169,Burkholderia unamae,100.0,108.0,2.19e-76,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,,,,,,1,1K,AUID.21742,AUID.12285,1.0,,Burkholderia unamae
AUID.21751,AEI72339.1|uncultured_bacterium,82.622,328.0,7.2e-78,Prosthecochloris aestuarii,88.073,109.0,9.55e-68,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Prosthecochloris,,,,,,3,3N,AUID.21751,AUID.12286,,,unknown3
AUID.21781,ADO25008.1|uncultured_bacterium,92.661,327.0,6.66e-133,Desulfuromonas acetoxidans,97.248,109.0,1.68e-75,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,,,,,,1,1A,AUID.21781,AUID.12289,1.0,,Desulfuromonas acetoxidans
AUID.21790,AKV16178.1|uncultured_nitrogen-fixing,96.262,321.0,1.4e-149,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.21790,AUID.12290,,,unknown1A
AUID.21792,AHA50010.1|uncultured_bacterium,85.397,315.0,5.48e-89,Desulfurivibrio alkaliphilus,94.495,109.0,1.7999999999999998e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio,,,,,,3,3E,AUID.21792,AUID.28567,,,unknown3
AUID.21809,AAY85432.1|uncultured_bacterium,99.695,328.0,8.14e-172,Pelobacter carbinolicus,96.33,109.0,8.08e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.21809,AUID.12293,,,unknown1A
AUID.21812,ADD49329.1|uncultured_bacterium,87.805,328.0,8.92e-107,Chloroherpeton thalassium,89.908,109.0,3.5799999999999998e-68,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,,,,,,3,3N,AUID.21812,AUID.12294,,,unknown3
AUID.21814,AKS11461.1|uncultured_microorganism,92.096,291.0,1.31e-114,Pelobacter carbinolicus,94.898,98.0,2.7e-64,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.21814,AUID.28586,,,unknown1A
AUID.21815,AKV16206.1|uncultured_nitrogen-fixing,99.32,294.0,2.68e-151,Pelobacter carbinolicus,95.918,98.0,8.69e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.21815,AUID.28587,,,unknown1A
AUID.2182,ALE60475.1|Leptolyngbya_sp.,95.098,306.0,2.8599999999999998e-136,Synechococcus sp.,99.02,102.0,7.699999999999999e-70,Bacteria;Cyanobacteria;__c;Chroococcales;__f;Synechococcus,,,,,,1,1,AUID.2182,AUID.1666,1.0,,Synechococcus sp.
AUID.21821,ADM51607.1|uncultured_bacterium,83.591,323.0,9.239999999999999e-82,Desulfatibacillum alkenivorans,94.495,109.0,1.3000000000000001e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3H,AUID.21821,AUID.28592,,,unknown3
AUID.21829,AEI72319.1|uncultured_bacterium,88.379,327.0,1.48e-109,Desulfovibrio aespoeensis,94.495,109.0,4.56e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.21829,AUID.12297,,,unknown3
AUID.21834,AKV16131.1|uncultured_nitrogen-fixing,84.59,305.0,2.57e-82,Desulfovibrio aespoeensis,94.495,109.0,1.08e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.21834,AUID.28603,,,unknown3
AUID.21838,AII78933.1|uncultured_bacterium,86.42,324.0,6.99e-98,Sideroxydans lithotrophicus,95.413,109.0,2.84e-74,Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Sideroxydans,,,,,,1,1P,AUID.21838,AUID.12298,,,unknown1P
AUID.21847,AKP56063.1|uncultured_nitrogen-fixing,90.52,327.0,3.14e-121,Desulfovibrio aespoeensis,95.413,109.0,2.17e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.21847,AUID.10186,,,unknown3
AUID.21848,AKP56027.1|uncultured_nitrogen-fixing,90.252,318.0,3.16e-116,Desulfovibrio aespoeensis,96.33,109.0,1.3e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.21848,AUID.10397,,,unknown3
AUID.2185,ARJ54673.1|uncultured_bacterium,98.706,309.0,2.81e-156,Pseudomonas stutzeri,99.029,103.0,4.56e-72,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,BT19215A01,98.706,309.0,1.36e-158,BT19215A01|g-ETSP3,1,1G,AUID.2185,AUID.1668,1.0,BT19215A01|g-ETSP3;BT19215A01,BT19215A01|g-ETSP3;BT19215A01
AUID.21852,AKV16205.1|uncultured_nitrogen-fixing,96.636,327.0,1.39e-154,Coraliomargarita akajimensis,86.239,109.0,6.42e-65,Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita,,,,,,3,3J,AUID.21852,AUID.12300,,,unknown3
AUID.21855,ACN77099.1|uncultured_bacterium,84.161,322.0,4.19e-85,Clostridium ljungdahlii,91.589,107.0,1.52e-59,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium,,,,,,2,2D,AUID.21855,AUID.12301,,,unknown2D
AUID.21857,AHA49958.1|uncultured_bacterium,99.694,327.0,1.06e-170,,,,,,,,,,,1,1A,AUID.21857,AUID.12302,,,unknown1A
AUID.21859,ANF06906.1|uncultured_bacterium,91.131,327.0,1.45e-124,Desulfovibrio aespoeensis,95.413,109.0,6.47e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.21859,AUID.12303,,,unknown3
AUID.21869,KSV17156.1|Dehalococcoides_mccartyi,74.018,331.0,4.66e-30,Desulfovibrio magneticus,88.182,110.0,3.92e-66,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3T,AUID.21869,AUID.28628,,,unknown3
AUID.21875,ADD49216.1|uncultured_bacterium,99.695,328.0,8.14e-172,Desulfatibacillum alkenivorans,89.908,109.0,5.6599999999999995e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3S,AUID.21875,AUID.12306,,,unknown3
AUID.21877,AFH88436.1|uncultured_microorganism,90.854,328.0,1.88e-123,delta proteobacterium,89.908,109.0,2.39e-67,Bacteria;Proteobacteria;Deltaproteobacteria;__o;__f;__g,,,,,,4,4G,AUID.21877,AUID.28635,,,unknown4
AUID.21882,OKY76973.1|Desulfobulbaceae_bacterium,86.957,322.0,4.18e-100,Desulfovibrio aespoeensis,96.33,109.0,2.89e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.21882,AUID.12307,,,unknown3
AUID.21884,ADO24970.1|uncultured_bacterium,85.933,327.0,3.25e-96,Desulfatibacillum alkenivorans,93.578,109.0,7.47e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3H,AUID.21884,AUID.28641,,,unknown3
AUID.21891,AKS11355.1|uncultured_microorganism,89.908,327.0,6.800000000000001e-118,Desulfovibrio aespoeensis,95.413,109.0,7.29e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.21891,AUID.12308,,,unknown3
AUID.2190,AAC36030.1|unidentified_bacterium,94.783,345.0,6.85e-153,Arcobacter nitrofigilis,93.043,115.0,3.0000000000000004e-75,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter,,,,,,1,1F,AUID.2190,AUID.1673,,,unknown1F
AUID.21901,AHA49958.1|uncultured_bacterium,99.693,326.0,1.0499999999999998e-170,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.21901,AUID.10398,,,unknown1A
AUID.21909,BAV19137.1|uncultured_marine,80.488,328.0,3.4e-66,Desulfatibacillum alkenivorans,89.908,109.0,1.1899999999999998e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3I,AUID.21909,AUID.12310,,,unknown3
AUID.21919,AIG14387.1|uncultured_bacterium,100.0,328.0,1.75e-173,Verrucomicrobiae bacterium,86.239,109.0,5.57e-66,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,,,,,,3,3G,AUID.21919,AUID.12311,,,unknown3
AUID.21925,ABF66493.1|uncultured_bacterium,89.939,328.0,1.8900000000000001e-118,Geobacter uraniireducens,96.33,109.0,3.34e-75,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,,,,,,1,1A,AUID.21925,AUID.28677,,,unknown1A
AUID.21959,ALJ51656.1|uncultured_bacterium,89.634,328.0,3.16e-116,Pelobacter carbinolicus,92.661,109.0,3.7900000000000003e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.21959,AUID.12313,,,unknown1A
AUID.21969,AAF86892.1|uncultured_bacterium,96.024,327.0,3.01e-151,Dechloromonas aromatica,97.248,109.0,5.96e-74,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,,,,,,1,1P,AUID.21969,AUID.12314,1.0,,Dechloromonas aromatica
AUID.2197,AHY22852.1|uncultured_marine,99.677,310.0,7.77e-162,Pseudomonas stutzeri,97.087,103.0,6.58e-71,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,MAG_00023,99.355,310.0,1.74e-162,TARA_ION_MAG_00014,1,1G,AUID.2197,AUID.1679,1.0,TARA_ION_MAG_00014;MAG_00023,TARA_ION_MAG_00014;MAG_00023
AUID.21979,AAZ06702.1|uncultured_nitrogen-fixing,92.683,328.0,1.85e-133,Desulfovibrio aespoeensis,95.413,109.0,2.32e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.21979,AUID.12315,,,unknown3
AUID.21984,AIL28684.1|uncultured_bacterium,98.639,294.0,5.81e-148,Pelobacter carbinolicus,94.898,98.0,2.7e-64,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,CB914H4,97.288,295.0,3.65e-144,NB3-Pelobacter|CB914H4,1,1A,AUID.21984,AUID.28732,,NB3-Pelobacter|CB914H4;CB914H4,NB3-Pelobacter|CB914H4;CB914H4
AUID.2199,SCQ50783.1|uncultured_bacterium,98.371,307.0,1.68e-153,Cyanothece sp.,97.059,102.0,1.45e-59,Bacteria;Cyanobacteria;__c;Chroococcales;__f;Cyanothece,MW562849.1,98.371,307.0,8.07e-156,E.pelagicaSB,1,1B,AUID.2199,AUID.1681,1.0,E.pelagicaSB;MW562849.1,E.pelagicaSB;MW562849.1
AUID.21990,ABM66661.1|uncultured_microorganism,87.616,323.0,6.95e-103,Tolumonas auensis,95.413,109.0,4.9e-73,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas,,,,,,1,1G,AUID.21990,AUID.12316,,,unknown1G
AUID.220,AEI72343.1|uncultured_bacterium,86.81,326.0,1.16e-100,Desulfovibrio aespoeensis,95.413,109.0,6.47e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.220,AUID.34,,,unknown3
AUID.2200,AAF17302.2|Vibrio_diazotrophicus,86.928,306.0,1.42e-94,Teredinibacter turnerae,97.087,103.0,7.2e-71,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadalesgeneraincertaesedis;Teredinibacter,,,,,,1,1G,AUID.2200,AUID.1682,1.0,,Teredinibacter turnerae
AUID.22017,OHC81863.1|Sideroxydans_sp.,91.463,328.0,8.67e-127,Sideroxydans lithotrophicus,97.248,109.0,8.46e-75,Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Sideroxydans,,,,,,1,1P,AUID.22017,AUID.12318,1.0,,Sideroxydans lithotrophicus
AUID.22024,ANF06902.1|uncultured_bacterium,77.879,330.0,1.25e-50,Chloroherpeton thalassium,89.908,109.0,9.58e-56,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,,,,,,3,3L,AUID.22024,AUID.28769,,,unknown3
AUID.22038,ACN77097.1|uncultured_bacterium,99.085,328.0,1.7599999999999998e-168,Desulfovibrio vulgaris,86.239,109.0,3.1800000000000002e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3G,AUID.22038,AUID.12319,,,unknown3
AUID.2204,AHG52714.1|uncultured_bacterium,100.0,310.0,1.67e-163,Chlorobium tepidum,84.466,103.0,5.91e-50,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobaculum,Cluster_III_L,100.0,310.0,8.04e-166,Cluster-III-L|Cluster-III-C,3,3S,AUID.2204,AUID.1121,,Cluster-III-L|Cluster-III-C;Cluster_III_L,Cluster-III-L|Cluster-III-C;Cluster_III_L
AUID.22048,ABU86632.1|uncultured_bacterium,89.297,327.0,1.47e-114,Geobacter uraniireducens,98.165,109.0,9.21e-77,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,,,,,,1,1A,AUID.22048,AUID.28792,1.0,,Geobacter uraniireducens
AUID.22068,AKU75816.1|uncultured_marine,73.77,305.0,1.29e-25,Desulfatibacillum alkenivorans,87.156,109.0,2.32e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3I,AUID.22068,AUID.28810,,,unknown3
AUID.2208,AEU16545.1|uncultured_bacterium,94.194,310.0,1.74e-133,Azotobacter vinelandii,98.058,103.0,2.31e-71,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter,,,,,,1,1G,AUID.2208,AUID.1689,1.0,,Azotobacter vinelandii
AUID.22096,ARA11152.1|uncultured_bacterium,92.212,321.0,1.44e-129,Syntrophobacter fumaroxidans,91.667,108.0,9.599999999999998e-69,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter,,,,,,3,3T,AUID.22096,AUID.10399,,,unknown3
AUID.22115,ABX39652.1|uncultured_marine,87.307,323.0,2.5e-102,Chloroherpeton thalassium,87.156,109.0,3.97e-66,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,,,,,,3,3N,AUID.22115,AUID.12326,,,unknown3
AUID.22131,AHA49935.1|uncultured_bacterium,99.387,326.0,4.88e-169,Desulfovibrio vulgaris,86.111,108.0,1.75e-64,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3G,AUID.22131,AUID.12327,,,unknown3
AUID.2214,SEJ79211.1|Pseudomonas_linyingensis,94.498,309.0,1.35e-134,Azotobacter vinelandii,99.029,103.0,1.05e-71,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter,,,,,,1,1G,AUID.2214,AUID.1695,1.0,,Azotobacter vinelandii
AUID.22140,AAO67573.1|uncultured_bacterium,96.024,327.0,3.01e-151,Tolumonas auensis,88.991,109.0,9.63e-70,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas,,,,,,1,1P,AUID.22140,AUID.12328,,,unknown1P
AUID.2215,AEB97714.1|uncultured_gamma,97.419,310.0,3.66e-150,Pseudomonas stutzeri,96.117,103.0,6.23e-71,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,MAG_00015,100.0,310.0,8.04e-166,TARA_PON_109_MAG_00015,1,1G,AUID.2215,AUID.1122,,TARA_PON_109_MAG_00015;MAG_00015,TARA_PON_109_MAG_00015;MAG_00015
AUID.22150,AHI71665.1|uncultured_bacterium,84.451,328.0,1.97e-88,Desulfatibacillum alkenivorans,91.743,109.0,5.49e-69,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3H,AUID.22150,AUID.12329,,,unknown3
AUID.22166,AKP55925.1|uncultured_nitrogen-fixing,79.141,326.0,3.44e-56,Chloroherpeton thalassium,88.991,109.0,7.06e-57,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,,,,,,3,3L,AUID.22166,AUID.12330,,,unknown3
AUID.22176,AKS11431.1|uncultured_microorganism,94.172,326.0,1.1e-140,Desulfovibrio aespoeensis,96.33,109.0,6.55e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.22176,AUID.12331,,,unknown3
AUID.22182,AKS11407.1|uncultured_microorganism,76.752,314.0,3.52e-41,Desulfovibrio magneticus,88.991,109.0,1.21e-66,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3B,AUID.22182,AUID.28914,,,unknown3
AUID.22186,AJW59877.1|uncultured_bacterium,85.093,322.0,1.52e-89,Teredinibacter turnerae,95.413,109.0,2.75e-74,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadalesgeneraincertaesedis;Teredinibacter,,,,,,1,1G,AUID.22186,AUID.10400,,,unknown1G
