AUID_updt,cluster,subcluster
AUID.17066,3,3E
AUID.1707,1,1K
AUID.17071,3,3E
AUID.17072,3,3P
AUID.17074,3,3H
AUID.17083,1,1A
AUID.1709,3,3E
AUID.17090,1,1A
AUID.170912,1,1B
AUID.17092,3,3N
AUID.171,1,1P
AUID.17102,1,1C
AUID.1711,1,1P
AUID.171112,1,1K
AUID.17112,1,1P
AUID.1712,1,1G
AUID.17120,1,1G
AUID.171210,1,1B
AUID.17123,1,1A
AUID.1713,1,1K
AUID.171315,1,1B
AUID.17132,3,3H
AUID.171324,1,1G
AUID.17134,3,3H
AUID.171410,3,3H
AUID.17143,1,1A
AUID.17146,3,3A
AUID.17153,3,3N
AUID.1716,1,1J
AUID.17163,1,1P
AUID.171633,1,1G
AUID.1717,1,1G
AUID.17172,3,3H
AUID.17178,1,1K
AUID.1718,1,1K
AUID.17183,3,3E
AUID.171882,1,1G
AUID.1719,1,1G
AUID.171973,1,1B
AUID.17203,3,3G
AUID.17211,3,3Q
AUID.17216,1,1A
AUID.17217,3,3E
AUID.17219,3,3E
AUID.172206,3,3E
AUID.172207,1,1P
AUID.172210,1,1G
AUID.172211,1,1K
AUID.172216,1,1G
AUID.172217,3,3E
AUID.172218,1,1G
AUID.172227,1,1G
AUID.172232,1,1G
AUID.172236,1,1J
AUID.17224,1,1A
AUID.172242,1,1J
AUID.172244,1,1G
AUID.172245,3,3H
AUID.17225,3,3G
AUID.172253,1,1G
AUID.172256,1,1J
AUID.172260,4,4F
AUID.172261,1,1G
AUID.172274,1,1G
AUID.172275,1,1P
AUID.172276,3,3R
AUID.17228,3,3J
AUID.172280,1,1P
AUID.172281,1,1K
AUID.172286,1,1J
AUID.172291,1,1G
AUID.172292,1,1G
AUID.172297,3,3H
AUID.17230,1,1A
AUID.172303,1,1G
AUID.172311,3,3L
AUID.172317,1,1K
AUID.172323,3,3L
AUID.172324,1,1K
AUID.172330,1,1K
AUID.17234,1,1G
AUID.172341,1,1K
AUID.172350,1,1G
AUID.172359,1,1G
AUID.17236,1,1A
AUID.172365,2,2C
AUID.172377,1,1P
AUID.172385,1,1J
AUID.17239,3,3E
AUID.172394,1,1O
AUID.172395,2,2D
AUID.172397,1,1K
AUID.1724,1,1K
AUID.172400,1,1J
AUID.17241,3,3H
AUID.172411,1,1K
AUID.172421,1,1B
AUID.17243,3,3L
AUID.172431,1,1B
AUID.172435,1,1K
AUID.172444,1,1K
AUID.172456,1,1P
AUID.172476,1,1P
AUID.172479,2,2C
AUID.17248,3,3E
AUID.172490,2,2D
AUID.1725,1,1P
AUID.17250,3,3B
AUID.172503,1,1P
AUID.172513,3,3E
AUID.172519,3,3E
AUID.172532,1,1J
AUID.17256,1,1A
AUID.172568,1,1B
AUID.172572,1,1B
AUID.172574,1,1J
AUID.172593,1,1K
AUID.1726,1,1P
AUID.172604,1,1G
AUID.172633,1,1P
AUID.172641,1,1K
AUID.172667,1,1J
AUID.172699,2,2D
AUID.1727,1,1G
AUID.17272,1,1A
AUID.172741,1,1J
AUID.172746,1,1P
AUID.172748,1,1K
AUID.172750,1,1K
AUID.172756,1,1G
AUID.172763,1,1K
AUID.172764,1,1K
AUID.172765,1,1J
AUID.172766,1,1K
AUID.172767,1,1K
AUID.172768,1,1K
AUID.172769,4,4F
AUID.172770,1,1K
AUID.172771,1,1K
AUID.172772,3,3S
AUID.172777,1,1K
AUID.172779,1,1K
AUID.172782,1,1K
AUID.172785,1,1K
AUID.172788,1,1G
AUID.172791,1,1K
AUID.172797,1,1K
AUID.172798,1,1K
AUID.1728,1,1P
AUID.172804,1,1K
AUID.172809,1,1B
AUID.17283,1,1G
AUID.1729,1,1P
AUID.17296,1,1A
AUID.17297,1,1A
AUID.17300,1,1A
AUID.17301,3,3B
AUID.17303,3,3N
AUID.17305,3,3L
AUID.1731,1,1G
AUID.17313,3,3J
AUID.17318,1,1A
AUID.17320,1,1A
AUID.17325,3,3P
AUID.17328,1,1G
AUID.1733,1,1K
AUID.17333,3,3E
AUID.17338,1,1A
AUID.17345,1,1K
AUID.17348,3,3N
AUID.1735,1,1P
AUID.17359,3,3E
AUID.1736,1,1J
AUID.17380,3,3E
AUID.17381,1,1A
AUID.17387,3,3N
AUID.17391,1,1A
AUID.17396,1,1G
AUID.17399,3,3T
AUID.1740,1,1G
AUID.17400,3,3E
AUID.174060,1,1B
AUID.17409,1,1A
AUID.17430,3,3N
AUID.17432,3,3H
AUID.17438,1,1P
AUID.1744,4,4G
AUID.17441,3,3E
AUID.17443,3,3H
AUID.174450,1,1G
AUID.174453,1,1G
AUID.174454,1,1G
AUID.17454,3,3N
AUID.17458,3,3K
AUID.1746,1,1J
AUID.17466,3,3E
AUID.17469,1,1K
AUID.1747,1,1P
AUID.17477,3,3P
AUID.17478,1,1K
AUID.174780,1,1G
AUID.17479,3,3H
AUID.174800,1,1K
AUID.17492,1,1C
AUID.17498,1,1A
AUID.17500,1,1A
AUID.17509,1,1A
AUID.17519,1,1A
AUID.17527,3,3E
AUID.1754,1,1K
AUID.17547,1,1A
AUID.17557,1,1A
AUID.1756,1,1K
AUID.1757,1,1P
AUID.17577,1,1P
AUID.17578,3,3E
AUID.1758,1,1K
AUID.17589,1,1A
AUID.1759,1,1G
AUID.1760,1,1A
AUID.17600,3,3N
AUID.176054,1,1K
AUID.17611,3,3E
AUID.1763,1,1P
AUID.176395,1,NA
AUID.1764,1,1G
AUID.17640,3,3J
AUID.1765,1,1K
AUID.17650,1,1A
AUID.17659,3,3G
AUID.17663,3,3E
AUID.17669,3,3E
AUID.1767,1,1G
AUID.17672,1,1A
AUID.17673,1,1P
AUID.17677,3,3G
AUID.17679,3,3E
AUID.1768,1,1K
AUID.17681,3,3T
AUID.17691,1,1G
AUID.17692,3,3E
AUID.17696,3,3I
AUID.17700,3,3T
AUID.177000,1,NA
AUID.17703,1,1C
AUID.17704,3,3L
AUID.17708,1,1
AUID.17711,1,1A
AUID.17712,1,1A
AUID.17713,3,3Q
AUID.17718,3,3I
AUID.17724,3,3N
AUID.17728,1,1P
AUID.17729,3,3T
AUID.177297,1,1G
AUID.1773,3,3E
AUID.17730,3,3J
AUID.17731,1,1A
AUID.1774,1,1G
AUID.17740,1,1G
AUID.17759,3,3E
AUID.17777,3,3Q
AUID.17779,1,1A
AUID.17784,1,1A
AUID.17789,3,3E
AUID.1779,1,1G
AUID.17791,3,3I
AUID.17797,1,1A
AUID.17799,3,3G
AUID.17800,1,1A
AUID.17804,1,1G
AUID.17807,3,3N
AUID.1781,3,3E
AUID.17811,3,3P
AUID.1782,4,4F
AUID.17829,3,3E
AUID.1783,1,1K
AUID.1784,1,1B
AUID.17852,3,3P
AUID.1786,1,1K
AUID.17861,3,3L
AUID.17868,3,3H
AUID.17870,1,1A
AUID.17874,3,3Q
AUID.17875,1,1K
AUID.17876,3,3G
AUID.1788,3,3E
AUID.17881,1,1A
AUID.17889,3,3G
AUID.17893,3,3T
AUID.17899,3,3E
AUID.1790,3,3S
AUID.17910,3,3J
AUID.17911,1,1G
AUID.17912,3,3E
AUID.17934,1,1A
AUID.17936,1,1A
AUID.17941,1,1K
AUID.17942,3,3E
AUID.17947,1,1A
AUID.17949,1,1G
AUID.1795,1,1B
AUID.17951,1,1P
AUID.17954,1,1G
AUID.1796,1,1F
AUID.17979,3,3E
AUID.17980,1,1A
AUID.17985,1,1A
AUID.17986,1,1A
AUID.1799,4,4F
AUID.17996,1,1P
AUID.18,3,3P
AUID.180,1,1G
AUID.1800,1,1J
AUID.18006,3,3I
AUID.18015,1,1A
AUID.18025,3,3J
AUID.18026,1,1A
AUID.18029,3,3N
AUID.1803,1,1P
AUID.18030,1,1A
AUID.18035,1,1G
AUID.1805,1,1G
AUID.18055,1,1P
AUID.1806,3,3H
AUID.18061,1,1J
AUID.18064,3,3S
AUID.1807,3,3E
AUID.18072,3,3P
AUID.1808,1,1K
AUID.18082,1,1P
AUID.18090,1,1K
AUID.1811,1,1J
AUID.1812,1,1P
AUID.18142,3,3E
AUID.1815,1,1G
AUID.18163,3,3J
AUID.18176,3,3G
AUID.18181,1,1A
AUID.18182,1,1A
AUID.18191,3,3T
AUID.18196,4,4G
AUID.1820,1,1J
AUID.18212,3,3E
AUID.18214,3,3E
AUID.18215,1,1A
AUID.1822,1,1B
AUID.18223,3,3I
AUID.18226,1,1A
AUID.1823,1,1J
AUID.18230,3,3L
AUID.18232,3,3N
AUID.18233,3,3N
AUID.18238,3,3N
AUID.18248,3,3P
AUID.1825,1,1P
AUID.18257,1,1K
AUID.18265,1,1O
AUID.18276,1,1A
AUID.18280,1,1P
AUID.18284,1,1A
AUID.1829,1,1G
AUID.18290,1,1G
AUID.18293,1,1A
AUID.183,1,1G
AUID.18303,1,1A
AUID.18304,3,3H
AUID.18306,3,3E
AUID.18310,2,2D
AUID.18312,3,3N
AUID.18313,1,1P
AUID.18320,1,1P
AUID.18321,1,1A
AUID.1833,1,1K
AUID.18336,3,3N
AUID.18349,1,1A
AUID.1835,3,3E
AUID.18359,1,1A
AUID.18360,1,1G
AUID.18370,1,1P
AUID.18375,1,1P
AUID.18378,3,3N
AUID.18379,3,3E
AUID.18385,3,3E
AUID.18386,1,1A
AUID.18387,1,1K
AUID.18388,1,1A
AUID.1839,1,1J
AUID.18396,1,1G
AUID.184,3,3E
AUID.1843,1,1K
AUID.18432,1,1C
AUID.18433,3,3B
AUID.18434,1,1P
AUID.18438,3,3L
AUID.18439,3,3N
AUID.18440,3,3Q
AUID.18442,3,3H
AUID.18447,1,1A
AUID.18448,3,3N
AUID.18449,3,3J
AUID.1846,1,1E
AUID.18460,3,3E
AUID.18468,3,3H
AUID.18470,3,3L
AUID.18475,3,3E
AUID.18481,1,1G
AUID.18482,1,1G
AUID.18489,1,1P
AUID.18493,1,1A
AUID.185,1,1G
AUID.18501,3,3N
AUID.18510,4,4G
AUID.18521,1,1A
AUID.18526,1,1K
AUID.1854,1,1G
AUID.18546,1,1A
AUID.18548,3,3P
AUID.18551,1,1P
AUID.1856,1,1B
AUID.18561,3,3E
AUID.18579,3,3E
AUID.1858,1,1K
AUID.18580,3,3T
AUID.18581,3,3E
AUID.1859,4,4F
AUID.18590,3,3E
AUID.18599,1,1K
AUID.186,1,1B
AUID.18609,1,1G
AUID.1862,3,3P
AUID.18620,3,3E
AUID.1863,1,1K
AUID.18630,1,1K
AUID.18639,1,1A
AUID.18649,3,3N
AUID.1865,1,1B
AUID.18677,3,3N
AUID.18678,3,3B
AUID.1868,1,1G
AUID.18698,1,1A
AUID.187,1,1K
AUID.18703,2,2D
AUID.18706,1,1A
AUID.18711,1,1G
AUID.18713,3,3B
AUID.18716,1,1A
AUID.18717,3,3H
AUID.18718,1,1A
AUID.1872,1,1G
AUID.18729,1,1P
AUID.18738,1,1A
AUID.1874,1,1G
AUID.18742,1,1A
AUID.18743,3,3L
AUID.18745,3,3E
AUID.18751,3,3E
AUID.18752,1,1A
AUID.18755,3,3B
AUID.18756,3,3N
AUID.18758,1,1G
AUID.18759,1,1P
AUID.18760,3,3E
AUID.18764,3,3Q
AUID.18766,3,3H
AUID.18767,3,3G
AUID.18772,1,1A
AUID.18777,3,3N
AUID.18778,1,1P
AUID.188,3,3L
AUID.18815,3,3L
AUID.18818,3,3T
AUID.18819,3,3H
AUID.18822,3,3L
AUID.18823,3,3H
AUID.18828,1,1A
AUID.18829,3,3K
AUID.18831,1,1O
AUID.18837,3,3E
AUID.18838,3,3H
AUID.1884,3,3E
AUID.18844,1,1A
AUID.18848,1,1G
AUID.18849,1,1A
AUID.18854,1,1G
AUID.18856,3,3N
AUID.18859,1,1G
AUID.1886,1,1K
AUID.18863,1,1A
AUID.18873,3,3E
AUID.18874,3,3N
AUID.18875,3,3E
AUID.1888,1,1G
AUID.18882,3,3N
AUID.18884,3,3E
AUID.189,1,1G
AUID.18903,3,3E
AUID.18907,1,1G
AUID.1891,1,1G
AUID.18916,3,3J
AUID.18924,1,1A
AUID.18925,1,1P
AUID.18933,3,3N
AUID.18934,3,3K
AUID.18943,3,3Q
AUID.1895,1,1K
AUID.18954,3,3H
AUID.18965,1,1A
AUID.18966,3,3Q
AUID.1897,1,1B
AUID.18977,3,3N
AUID.18980,3,3E
AUID.18987,1,1K
AUID.18993,4,4G
AUID.18994,3,3H
AUID.18998,3,3E
AUID.18999,3,3Q
AUID.19,3,3N
AUID.19002,3,3E
AUID.19009,3,3B
AUID.1901,1,1P
AUID.19018,1,1A
AUID.19026,3,3Q
AUID.19037,3,3T
AUID.19047,1,1P
AUID.1905,1,1G
AUID.19056,3,3Q
AUID.19065,1,1A
AUID.19066,1,1J
AUID.1907,1,1P
AUID.19071,1,1A
AUID.19075,3,3J
AUID.19085,1,1A
AUID.1909,1,1G
AUID.19095,3,3E
AUID.191,1,1G
AUID.19104,4,4G
AUID.1912,1,1P
AUID.19120,1,1J
AUID.19124,3,3Q
AUID.19134,1,1G
AUID.19137,3,3E
AUID.19143,3,3Q
AUID.19153,1,1A
AUID.1916,1,1G
AUID.19163,3,3E
AUID.19164,1,1A
AUID.19172,4,4G
AUID.1918,1,1J
AUID.19183,1,1A
AUID.1919,1,1P
AUID.192,1,1G
AUID.19212,1,1A
AUID.1923,1,1A
AUID.19230,1,1A
AUID.1924,1,1K
AUID.19245,1,1J
AUID.19248,1,1A
AUID.1925,1,1E
AUID.19259,3,3N
AUID.19271,1,1A
AUID.19275,1,1G
AUID.19276,3,3J
AUID.1928,1,1G
AUID.19288,3,3N
AUID.1929,1,1K
AUID.19291,3,3I
AUID.19297,3,3I
AUID.19298,3,3H
AUID.193,1,1G
AUID.19303,3,3H
AUID.19307,3,3E
AUID.19309,3,3E
AUID.19315,3,3E
AUID.19317,1,1A
AUID.1932,1,1G
AUID.19325,3,3N
AUID.19326,1,1A
AUID.1933,1,1G
AUID.19333,1,1O
AUID.19337,1,1P
AUID.19338,3,3E
AUID.19342,1,1G
AUID.19343,1,1A
AUID.19345,3,3P
AUID.19346,3,3P
AUID.19347,3,3E
AUID.19350,1,1G
AUID.19351,3,3Q
AUID.19352,3,3I
AUID.19356,3,3N
AUID.19364,3,3H
AUID.19365,1,1G
AUID.19366,3,3L
AUID.19368,3,3L
AUID.19373,1,1A
AUID.19379,3,3N
AUID.1938,1,1J
AUID.19387,1,1A
AUID.19388,3,3T
AUID.19389,1,1A
AUID.19400,3,3E
AUID.19409,1,1A
AUID.19416,1,1P
AUID.19425,3,3E
AUID.19438,1,1B
AUID.1945,1,1J
AUID.19451,1,1P
AUID.19452,3,3E
AUID.19454,3,3H
AUID.19458,1,1A
AUID.19465,3,3J
AUID.19466,1,1C
AUID.19467,3,3E
AUID.19469,1,1A
AUID.19474,1,1A
AUID.1948,1,1J
AUID.19481,3,3H
AUID.19482,1,1A
AUID.19483,1,1K
AUID.19486,1,1P
AUID.1949,1,1A
AUID.19492,1,1A
AUID.19498,1,1A
AUID.19499,3,3E
AUID.19500,3,3N
AUID.19503,3,3E
AUID.1951,1,1E
AUID.19514,3,3E
AUID.19524,3,3K
AUID.19536,1,1A
AUID.19537,1,1G
AUID.1954,1,1A
AUID.19557,3,3T
AUID.19566,1,1A
AUID.19574,3,3E
AUID.19575,3,3E
AUID.1958,1,1K
AUID.19592,1,1A
AUID.19593,3,3P
AUID.19594,1,1P
AUID.19596,3,3J
AUID.1960,1,1G
AUID.19603,3,3B
AUID.19604,3,3B
AUID.19606,1,1A
AUID.19612,1,1O
AUID.19620,3,3S
AUID.19631,1,1A
AUID.19641,1,1A
AUID.1965,1,1K
AUID.19653,3,3P
AUID.1966,1,1B
AUID.1967,1,1G
AUID.19670,1,1A
AUID.19677,1,1P
AUID.19680,1,1P
AUID.19688,3,3L
AUID.19691,1,1G
AUID.19701,3,3H
AUID.19702,3,3E
AUID.19711,1,1A
AUID.19713,3,3N
AUID.1972,1,1E
AUID.19722,1,1P
AUID.19730,3,3G
AUID.19731,3,3E
AUID.19738,1,1J
AUID.19742,3,3T
AUID.19745,1,1K
AUID.19753,1,NA
AUID.1976,1,1A
AUID.19760,3,3E
AUID.19773,3,3E
AUID.19779,1,1A
AUID.1978,3,3E
AUID.19790,1,1A
AUID.19797,1,1A
AUID.1980,1,1G
AUID.19806,1,1A
AUID.19816,1,1P
AUID.19817,3,3Q
AUID.19822,1,1O
AUID.19826,1,1A
AUID.19827,1,1A
AUID.19832,1,1K
AUID.19836,3,3Q
AUID.1984,4,4F
AUID.19845,1,1G
AUID.1985,1,1G
AUID.19853,3,3P
AUID.1986,1,1G
AUID.19865,1,1P
AUID.19872,1,1G
AUID.19882,3,3E
AUID.19892,3,3N
AUID.19898,1,1A
AUID.19901,1,1A
AUID.19911,1,1O
AUID.19918,3,3E
AUID.19941,3,3J
AUID.1996,1,1P
AUID.19970,3,3H
AUID.19979,3,3Q
AUID.19989,3,3H
AUID.1999,1,1K
AUID.19996,1,1A
AUID.2,1,1J
AUID.20,1,1J
AUID.2000,1,1K
AUID.20002,1,1A
AUID.20004,1,1A
AUID.20007,3,3E
AUID.20009,1,1A
AUID.2001,3,3I
AUID.20014,1,1P
AUID.2002,1,1K
AUID.20020,3,3M
AUID.2003,1,1G
AUID.20039,3,3E
AUID.20042,1,1A
AUID.20045,1,1A
AUID.20047,3,3N
AUID.20051,1,1A
AUID.20055,3,3H
AUID.20061,1,1A
AUID.20062,3,3L
AUID.20063,3,3
AUID.20064,1,1A
AUID.20065,3,3T
AUID.2007,1,1K
AUID.20070,3,3E
AUID.20071,1,1A
AUID.20072,1,1A
AUID.20075,3,3H
AUID.20076,1,1A
AUID.20081,1,1G
AUID.20083,3,3L
AUID.20088,3,3E
AUID.2009,1,1K
AUID.20090,1,1A
AUID.20101,3,3N
AUID.20108,3,3E
AUID.20117,1,1G
AUID.20127,3,3N
AUID.20133,1,1A
AUID.20144,3,3E
AUID.2015,1,1K
AUID.20150,1,1P
AUID.20154,1,1P
AUID.20159,3,3N
AUID.2016,1,1K
AUID.20160,3,3P
AUID.20167,3,3E
AUID.20168,3,3E
AUID.20169,3,3N
AUID.20170,3,3Q
AUID.20172,1,1A
AUID.20175,1,1A
AUID.20179,3,3E
AUID.2018,1,1A
AUID.20181,1,1G
AUID.20182,3,3E
AUID.20189,3,3E
AUID.2019,1,1P
AUID.20190,3,3E
AUID.20191,3,3N
AUID.202,3,3E
AUID.20216,1,1G
AUID.20219,3,3J
AUID.20228,1,1A
AUID.20239,1,1G
AUID.20255,3,3H
AUID.20258,3,3I
AUID.2026,1,1B
AUID.2027,1,1J
AUID.20271,1,1A
AUID.20278,1,1A
AUID.20290,1,1A
AUID.20299,1,1A
AUID.20302,1,1K
AUID.20309,3,3E
AUID.2031,1,1B
AUID.20310,3,3L
AUID.20329,1,1G
AUID.2033,1,1K
AUID.20340,3,3T
AUID.2036,1,1K
AUID.20371,1,1A
AUID.20376,3,3P
AUID.20379,3,3E
AUID.2038,1,1G
AUID.20380,3,3L
AUID.20382,1,1A
AUID.20383,3,3E
AUID.2040,1,1K
AUID.20403,1,1A
AUID.20417,3,3Q
AUID.20421,3,3E
AUID.20438,1,1A
AUID.20464,3,3E
AUID.2047,1,1K
AUID.20473,1,1G
AUID.20474,1,1P
AUID.20482,1,1O
AUID.20491,1,1A
AUID.20498,NA,NA
AUID.20501,1,1A
AUID.2051,4,4F
AUID.20511,4,4G
AUID.20519,1,1A
AUID.20521,1,1A
AUID.20531,1,1A
AUID.20537,3,3E
AUID.20539,3,3L
AUID.20549,1,1K
AUID.2055,4,4F
AUID.2056,1,1E
AUID.2058,1,1G
AUID.20586,1,1P
AUID.20597,3,3N
AUID.20600,1,1A
AUID.20607,3,3E
AUID.20628,1,1A
AUID.20638,3,3P
AUID.2064,1,1O
AUID.20649,3,3E
AUID.20665,1,1J
AUID.20669,1,1P
AUID.2067,1,1B
AUID.20670,1,1A
AUID.2068,3,3E
AUID.20681,1,1P
AUID.20692,1,1A
AUID.207,1,1O
AUID.20711,3,3H
AUID.20718,3,3P
AUID.2072,2,2D
AUID.20720,3,3E
AUID.20724,3,3G
AUID.20726,1,1E
AUID.20727,3,3E
AUID.20730,1,1K
AUID.20737,1,1P
AUID.20746,1,1K
AUID.20752,1,1A
AUID.20753,1,1A
AUID.20757,1,1G
AUID.20763,1,1A
AUID.2077,1,1G
AUID.20771,3,3L
AUID.20774,3,3B
AUID.20776,3,3E
AUID.20786,1,1A
AUID.20788,3,3L
AUID.20793,3,3E
AUID.20806,1,1P
AUID.20810,4,4G
AUID.20812,3,3P
AUID.20814,1,1A
AUID.20815,1,1A
AUID.20819,3,3K
AUID.20821,3,3B
AUID.20827,3,3H
AUID.20828,1,1A
AUID.20829,3,3I
AUID.20831,3,3G
AUID.20834,1,1G
AUID.20842,1,1A
AUID.20844,3,3N
AUID.20845,3,3N
AUID.20853,1,1A
AUID.2086,1,1G
AUID.20860,1,1G
AUID.20869,1,1P
AUID.2088,1,1G
AUID.20881,1,1C
AUID.20899,3,3E
AUID.209,1,1B
AUID.20909,3,3N
AUID.20925,3,3E
AUID.20931,3,3I
AUID.20941,1,1A
AUID.20948,1,1A
AUID.20953,3,3E
AUID.20954,1,1G
AUID.20956,3,3G
AUID.20957,3,3J
AUID.20968,3,3G
AUID.20969,3,3E
AUID.2098,1,1G
AUID.2099,1,1G
AUID.20990,3,3E
AUID.20994,3,3S
AUID.20995,2,2C
AUID.20998,1,1K
AUID.21,3,3E
AUID.21002,1,1A
AUID.21003,1,1K
AUID.21014,1,1A
AUID.21023,1,1A
AUID.21033,3,3N
AUID.21053,1,1A
AUID.2107,1,1K
AUID.21073,3,3G
AUID.2108,1,1G
AUID.2109,1,1K
AUID.21099,3,3L
AUID.211,1,1G
AUID.2111,1,1K
AUID.21131,3,3E
AUID.21139,1,1A
AUID.21141,1,1A
AUID.21143,3,3E
AUID.21160,1,1P
AUID.2117,1,1F
AUID.2118,3,3N
AUID.21190,1,1A
AUID.21198,3,3E
AUID.2120,1,1K
AUID.21200,1,1A
AUID.21218,3,3E
AUID.21229,3,3I
AUID.2124,1,1G
AUID.21247,1,1A
AUID.21248,1,1P
AUID.21258,3,3Q
AUID.2126,1,1G
AUID.21265,1,1A
AUID.21268,3,3E
AUID.2127,1,1G
AUID.21277,1,1A
AUID.21278,1,1A
AUID.21292,3,3H
AUID.21296,3,3Q
AUID.21297,1,1K
AUID.213,1,1G
AUID.2131,1,1B
AUID.2132,1,1K
AUID.21331,1,1A
AUID.21333,3,3A
AUID.21334,3,3S
AUID.21345,3,3L
AUID.21356,3,3N
AUID.2139,4,4F
AUID.21392,4,4G
AUID.21393,1,1A
AUID.21394,3,3E
AUID.21401,1,1A
AUID.21404,1,1A
AUID.21415,1,1A
AUID.2142,1,1K
AUID.21424,3,3E
AUID.2144,2,2
AUID.21453,1,1A
AUID.21455,4,4G
AUID.2146,1,1K
AUID.21486,1,1G
AUID.21495,1,1G
AUID.21496,1,1A
AUID.21506,1,1A
AUID.21517,1,1A
AUID.21528,1,1A
AUID.21539,1,1O
AUID.21579,3,3T
AUID.21598,3,3P
AUID.2161,1,1K
AUID.21610,1,1P
AUID.21614,3,3E
AUID.21623,3,3E
AUID.21626,1,1O
AUID.2164,1,1F
AUID.2165,4,4F
AUID.21658,1,1A
AUID.21661,3,3M
AUID.21664,3,3E
AUID.21666,3,3N
AUID.21667,3,3T
AUID.21668,3,3E
AUID.21680,1,1A
AUID.21682,3,3G
AUID.21690,3,3N
AUID.21695,3,3E
AUID.21698,3,3B
AUID.21700,3,3E
AUID.21718,3,3G
AUID.21722,3,3E
AUID.21726,3,3E
AUID.2173,1,1G
AUID.21730,3,3P
AUID.21734,3,3L
AUID.21735,1,1A
AUID.21742,1,1K
AUID.21751,3,3N
AUID.21781,1,1A
AUID.21790,1,1A
AUID.21792,3,3E
AUID.21809,1,1A
AUID.21812,3,3N
AUID.21814,1,1A
AUID.21815,1,1A
AUID.2182,1,1
AUID.21821,3,3H
AUID.21829,3,3E
AUID.21834,3,3E
AUID.21838,1,1P
AUID.21847,3,3E
AUID.21848,3,3E
AUID.2185,1,1G
AUID.21852,3,3J
AUID.21855,2,2D
AUID.21857,1,1A
AUID.21859,3,3E
AUID.21869,3,3T
AUID.21875,3,3S
AUID.21877,4,4G
AUID.21882,3,3E
AUID.21884,3,3H
AUID.21891,3,3E
AUID.2190,1,1F
AUID.21901,1,1A
AUID.21909,3,3I
AUID.21919,3,3G
AUID.21925,1,1A
AUID.21959,1,1A
AUID.21969,1,1P
AUID.2197,1,1G
AUID.21979,3,3E
AUID.21984,1,1A
AUID.2199,1,1B
AUID.21990,1,1G
AUID.220,3,3E
AUID.2200,1,1G
AUID.22017,1,1P
AUID.22024,3,3L
AUID.22038,3,3G
AUID.2204,3,3S
AUID.22048,1,1A
AUID.22068,3,3I
AUID.2208,1,1G
AUID.22096,3,3T
AUID.22115,3,3N
AUID.22131,3,3G
AUID.2214,1,1G
AUID.22140,1,1P
AUID.2215,1,1G
AUID.22150,3,3H
AUID.22166,3,3L
AUID.22176,3,3E
AUID.22182,3,3B
AUID.22186,1,1G
AUID.22196,4,4G
AUID.22197,1,1K
AUID.22201,1,1J
AUID.22207,1,1G
AUID.22210,3,3P
AUID.22214,3,3E
AUID.22223,1,1A
AUID.22224,3,3E
AUID.22242,1,1A
AUID.2226,3,3Q
AUID.22262,1,1K
AUID.22264,1,1K
AUID.22271,3,3E
AUID.22276,3,3L
AUID.22282,1,1P
AUID.22311,3,3E
AUID.22321,3,3H
AUID.22330,1,1J
AUID.22337,1,1A
AUID.2234,1,1G
AUID.2235,1,1G
AUID.22353,1,1G
AUID.22359,3,3E
AUID.2236,1,1G
AUID.2237,1,1G
AUID.22370,3,3N
AUID.22378,1,1G
AUID.22379,3,3Q
AUID.224,1,1K
AUID.22405,4,4G
AUID.22416,3,3Q
AUID.22436,3,3L
AUID.2245,1,1B
AUID.22465,1,1A
AUID.22486,3,3E
AUID.22497,3,3E
AUID.2251,1,1P
AUID.22529,3,3Q
AUID.22538,3,3N
AUID.22546,1,1G
AUID.2255,1,1G
AUID.22552,1,1J
AUID.22555,3,3T
AUID.22556,1,1G
AUID.2256,1,1A
AUID.22560,3,3H
AUID.22561,1,1A
AUID.22562,1,1G
AUID.22566,3,3N
AUID.22570,3,3E
AUID.22571,3,3E
AUID.22587,1,1A
AUID.22598,1,1G
AUID.22599,3,3E
AUID.22606,3,3N
AUID.22607,1,1P
AUID.2261,1,1B
AUID.22616,3,3J
AUID.22617,3,3L
AUID.22618,1,1A
AUID.2262,3,3N
AUID.22622,1,1G
AUID.22630,1,1A
AUID.22631,3,3E
AUID.22633,3,3L
AUID.2264,1,1B
AUID.22641,3,3E
AUID.22651,1,1G
AUID.22652,3,3E
AUID.22654,3,3E
AUID.22659,3,3E
AUID.22662,1,1A
AUID.22665,3,3I
AUID.22675,1,1A
AUID.22676,1,1G
AUID.22688,3,3E
AUID.2269,1,1K
AUID.22704,1,1K
AUID.22711,1,1A
AUID.22727,3,3N
AUID.22729,1,1C
AUID.22732,3,3J
AUID.22735,1,1A
AUID.2274,3,3S
AUID.22740,3,3H
AUID.22742,1,1A
AUID.22743,3,3E
AUID.2275,1,1K
AUID.22751,3,3T
AUID.22754,3,3T
AUID.22758,1,1A
AUID.2276,4,4F
AUID.22761,1,1A
AUID.22771,1,1A
AUID.22774,3,3N
AUID.22783,3,3E
AUID.22794,1,1G
AUID.22795,1,1A
AUID.228,1,1G
AUID.22803,3,3N
AUID.22806,1,1P
AUID.22813,3,3I
AUID.22823,1,1P
AUID.2283,1,1K
AUID.22844,1,1A
AUID.22849,3,3L
AUID.22856,1,1J
AUID.22865,3,3P
AUID.22874,1,1G
AUID.2288,1,1G
AUID.22884,3,3E
AUID.2289,1,1B
AUID.22891,2,2D
AUID.229,3,3E
