SAMPLEID,StudyID,Run,SRA_Study,BioProject,BioSample,Sample_Name,Sample_Name_2,Region,Collection_Date,Time,Depth,Station,geo_loc_name,Lat_Lon,Latitude,Longitude,LibraryName,LibrarySelection,LibrarySource,Size_fraction,Sample_Type
Harding144.63201_S144,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Ice.Algae,2016-9-5,NA,47,S2,NA,NA,71.66 N,159.934 W,NA,NA,METAGENOMIC,0.2,NA
Harding145.63210_S145,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Barrow,2016-9-6,NA,1,3,NA,NA,71.944 N,156.696 W,NA,NA,METAGENOMIC,3,NA
Harding147.63216_S147,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Barrow,2016-9-6,NA,34,3,NA,NA,71.944 N,156.696 W,NA,NA,METAGENOMIC,3,NA
Harding149.63220_S149,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Barrow,2016-9-6,NA,72,3,NA,NA,71.944 N,156.696 W,NA,NA,METAGENOMIC,3,NA
Harding150.63221_S150,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Barrow,2016-9-6,NA,72,3,NA,NA,71.944 N,156.696 W,NA,NA,METAGENOMIC,0.2,NA
Harding151.63234_S151,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Mooring.AON/BS3,2016-9-6,NA,1,4,NA,NA,71.402 N,152.038 W,NA,NA,METAGENOMIC,3,NA
Harding152.63235_S152,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Mooring.AON/BS3,2016-9-6,NA,1,4,NA,NA,71.402 N,152.038 W,NA,NA,METAGENOMIC,0.2,NA
Harding153.63242_S153,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Mooring.AON/BS3,2016-9-6,NA,25,4,NA,NA,71.402 N,152.038 W,NA,NA,METAGENOMIC,3,NA
Harding154.63243_S154,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Mooring.AON/BS3,2016-9-6,NA,25,4,NA,NA,71.402 N,152.038 W,NA,NA,METAGENOMIC,0.2,NA
Harding157.64171_S157,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Elson.Lagoon,2016-9-7,NA,1,5,NA,NA,71.739 N,155.276 W,NA,NA,METAGENOMIC,0.2,NA
Harding158.64178_S158,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Elson.Lagoon,2016-9-7,NA,23,5,NA,NA,71.739 N,155.276 W,NA,NA,METAGENOMIC,3,NA
Harding159.64179_S159,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Elson.Lagoon,2016-9-7,NA,23,5,NA,NA,71.739 N,155.276 W,NA,NA,METAGENOMIC,0.2,NA
Harding160.64186_S160,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Off.Elson,2016-9-7,NA,1,6,NA,NA,72.058 N,154.66 W,NA,NA,METAGENOMIC,3,NA
Harding161.64202_S161,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB06,2016-9-8,NA,1,11,NA,NA,71.525 N,151.97 W,NA,NA,METAGENOMIC,3,NA
Harding163.64210_S163,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB06,2016-9-8,NA,35,11,NA,NA,71.525 N,151.97 W,NA,NA,METAGENOMIC,3,NA
Harding164.64211_S164,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB06,2016-9-8,NA,35,11,NA,NA,71.525 N,151.97 W,NA,NA,METAGENOMIC,0.2,NA
Harding165.64218_S165,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB06,2016-9-8,NA,175,11,NA,NA,71.525 N,151.97 W,NA,NA,METAGENOMIC,3,NA
Harding166.64219_S166,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB06,2016-9-8,NA,175,11,NA,NA,71.525 N,151.97 W,NA,NA,METAGENOMIC,0.2,NA
Harding167.64226_S167,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB06,2016-9-8,NA,1,16,NA,NA,71.823 N,151.698 W,NA,NA,METAGENOMIC,3,NA
Harding169.64236_S169,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB06,2016-9-8,NA,35,16,NA,NA,71.823 N,151.698 W,NA,NA,METAGENOMIC,3,NA
Harding170.64235_S170,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB06,2016-9-8,NA,35,16,NA,NA,71.823 N,151.698 W,NA,NA,METAGENOMIC,0.2,NA
Harding171.64243_S171,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB06,2016-9-9,NA,1,25,NA,NA,73.387 N,150.3 W,NA,NA,METAGENOMIC,0.2,NA
Harding172.64259_S172,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB06,2016-9-9,NA,200,25,NA,NA,73.387 N,150.3 W,NA,NA,METAGENOMIC,0.2,NA
Harding174.64282_S174,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,S7,2016-9-9,NA,199,26,NA,NA,73.283 N,152.702 W,NA,NA,METAGENOMIC,3,NA
Harding175.64283_S175,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,S7,2016-9-9,NA,199,26,NA,NA,73.283 N,152.702 W,NA,NA,METAGENOMIC,0.2,NA
Harding176.64290_S176,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,S8,2016-9-10,NA,1,27,NA,NA,72.574 N,153.743 W,NA,NA,METAGENOMIC,3,NA
Harding177.64298_S177,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,S8,2016-9-10,NA,25,27,NA,NA,72.574 N,153.743 W,NA,NA,METAGENOMIC,3,NA
Harding178.64299_S178,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,S8,2016-9-10,NA,25,27,NA,NA,72.574 N,153.743 W,NA,NA,METAGENOMIC,0.2,NA
Harding179.64306_S179,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,S8,2016-9-10,NA,200,27,NA,NA,72.574 N,153.743 W,NA,NA,METAGENOMIC,3,NA
Harding180.64307_S180,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,S8,2016-9-10,NA,200,27,NA,NA,72.574 N,153.743 W,NA,NA,METAGENOMIC,0.2,NA
Harding181.65457_S181,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,SO2,2016-9-10,NA,1,28/SO2,NA,NA,72.267 N,156.202 W,NA,NA,METAGENOMIC,3,NA
Harding182.65458_S182,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,SO2,2016-9-10,NA,1,28/SO2,NA,NA,72.267 N,156.202 W,NA,NA,METAGENOMIC,0.2,NA
Harding183.65465_S183,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,SO2,2016-9-10,NA,38,28/SO2,NA,NA,72.267 N,156.202 W,NA,NA,METAGENOMIC,3,NA
Harding184.65466_S184,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,SO2,2016-9-10,NA,38,28/SO2,NA,NA,72.267 N,156.202 W,NA,NA,METAGENOMIC,0.2,NA
Harding185.65473_S185,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,SO2,2016-9-10,NA,120,28/SO2,NA,NA,72.267 N,156.202 W,NA,NA,METAGENOMIC,3,NA
Harding186.65474_S186,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,SO2,2016-9-10,NA,120,28/SO2,NA,NA,72.267 N,156.202 W,NA,NA,METAGENOMIC,0.2,NA
Harding187.65481_S187,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB04,2016-9-11,NA,1,DBO4-1,NA,NA,70.977 N,161.91 W,NA,NA,METAGENOMIC,3,NA
Harding188.65489_S188,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB04,2016-9-11,NA,27,DBO4-1,NA,NA,70.977 N,161.91 W,NA,NA,METAGENOMIC,3,NA
Harding189.65490_S189,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB04,2016-9-11,NA,27,DBO4-1,NA,NA,70.977 N,161.91 W,NA,NA,METAGENOMIC,0.2,NA
Harding190.65509_S190,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB04,2016-9-12,NA,24,DBO4-11,NA,NA,71.619 N,163.777 W,NA,NA,METAGENOMIC,3,NA
Harding191.65510_S191,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB04,2016-9-12,NA,24,DBO4-11,NA,NA,71.619 N,163.777 W,NA,NA,METAGENOMIC,0.2,NA
Harding192.65521_S192,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB04,2017-9-13,NA,4,DBO4-1,NA,NA,70.976 N,161.906 W,NA,NA,METAGENOMIC,3,NA
Harding193.65531_S193,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-13,NA,1,W1,NA,NA,71.237 N,160.554 W,NA,NA,METAGENOMIC,3,NA
Harding194.65532_S194,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-13,NA,1,W1,NA,NA,71.237 N,160.554 W,NA,NA,METAGENOMIC,0.2,NA
Harding195.65545_S195,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-13,NA,20,W1,NA,NA,71.237 N,160.554 W,NA,NA,METAGENOMIC,3,NA
Harding196.65546_S196,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-13,NA,20,W1,NA,NA,71.237 N,160.554 W,NA,NA,METAGENOMIC,0.2,NA
Harding197.65547_S197,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-14,NA,1,W7,NA,NA,72.054 N,162.442 W,NA,NA,METAGENOMIC,3,NA
Harding198.65548_S198,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-14,NA,1,W7,NA,NA,72.054 N,162.442 W,NA,NA,METAGENOMIC,0.2,NA
Harding199.65556_S199,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-14,NA,22,W7,NA,NA,72.054 N,162.442 W,NA,NA,METAGENOMIC,0.2,NA
Harding200.65566_S200,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,BHS-1,2016-9-14,NA,1,BHS-1,NA,NA,72.867 N,161.276 W,NA,NA,METAGENOMIC,3,NA
Harding201.65567_S201,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,BHS-1,2016-9-14,NA,1,BHS-1,NA,NA,72.867 N,161.276 W,NA,NA,METAGENOMIC,0.2,NA
Harding202.65574_S202,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,BHS-1,2016-9-14,NA,29,BHS-1,NA,NA,72.867 N,161.276 W,NA,NA,METAGENOMIC,3,NA
Harding203.65575_S203,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,BHS-1,2016-9-14,NA,29,BHS-1,NA,NA,72.867 N,161.276 W,NA,NA,METAGENOMIC,0.2,NA
Harding204.65582_S204,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,BHS-8,2016-9-15,NA,1,BHS-8,NA,NA,71.622 N,158.111 W,NA,NA,METAGENOMIC,3,NA
Harding205.65583_S205,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,BHS-8,2016-9-15,NA,1,BHS-8,NA,NA,71.622 N,158.111 W,NA,NA,METAGENOMIC,0.2,NA
Harding207.65591_S207,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,BHS-8,2016-9-15,NA,26,BHS-8,NA,NA,71.622 N,158.111 W,NA,NA,METAGENOMIC,0.2,NA
Harding208.65598_S208,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Hanna.Shoal,2016-9-16,NA,1,HS-2,NA,NA,72.158 N,158.856 W,NA,NA,METAGENOMIC,3,NA
Harding209.65606_S209,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Hanna.Shoal,2016-9-16,NA,26,HS-2,NA,NA,72.158 N,158.856 W,NA,NA,METAGENOMIC,3,NA
Harding210.65607_S210,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Hanna.Shoal,2016-9-16,NA,26,HS-2,NA,NA,72.158 N,158.856 W,NA,NA,METAGENOMIC,0.2,NA
Harding211.65638_S211,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-17,NA,21,W7,NA,NA,72.056 N,162.443 W,NA,NA,METAGENOMIC,3,NA
Harding212.65639_S212,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-17,NA,21,W7,NA,NA,72.056 N,162.443 W,NA,NA,METAGENOMIC,0.2,NA
Harding213.65646_S213,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-17,NA,28,W7,NA,NA,72.056 N,162.443 W,NA,NA,METAGENOMIC,3,NA
Harding214.65647_S214,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-17,NA,28,W7,NA,NA,72.056 N,162.443 W,NA,NA,METAGENOMIC,0.2,NA
Harding215.66541_S215,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB04,2016-9-11,NA,27,DBO4-1,NA,NA,70.977 N,161.91 W,NA,NA,METAGENOMIC,Sterivex,NA
Harding216.66543_S216,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB04,2016-9-12,NA,24,DBO4-11,NA,NA,71.619 N,163.777 W,NA,NA,METAGENOMIC,Sterivex,NA
Harding217.66560_S217,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Hanna.Shoal,2016-9-16,NA,26,HS-2,NA,NA,72.158 N,158.856 W,NA,NA,METAGENOMIC,Sterivex,NA
Harding218.66564_S218,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-17,NA,21,W7,NA,NA,72.056 N,162.443 W,NA,NA,METAGENOMIC,Sterivex,NA
Harding219.66566_S219,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-17,NA,28,W7,NA,NA,72.056 N,162.443 W,NA,NA,METAGENOMIC,Sterivex,NA
Harding220.66622_S220,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB04,2016-9-20,NA,1,DBO4-7,NA,NA,71.373 N,163.01 W,NA,NA,METAGENOMIC,3,NA
Harding221.66630_S221,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB04,2016-9-20,NA,25.2,DBO4-7,NA,NA,71.373 N,163.01 W,NA,NA,METAGENOMIC,3,NA
Harding222.66631_S222,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,DB04,2016-9-20,NA,25.2,DBO4-7,NA,NA,71.373 N,163.01 W,NA,NA,METAGENOMIC,0.2,NA
Harding223.66672_S223,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-23,NA,1,W1,NA,NA,71.23 N,160.553 W,NA,NA,METAGENOMIC,0.2,NA
Harding224.66679_S224,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-23,NA,24,W1,NA,NA,71.23 N,160.553 W,NA,NA,METAGENOMIC,3,NA
Harding225.66680_S225,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-23,NA,24,W1,NA,NA,71.23 N,160.553 W,NA,NA,METAGENOMIC,0.2,NA
Harding226.66688_S226,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-23,NA,1,W7,NA,NA,72.057 N,162.434 W,NA,NA,METAGENOMIC,3,NA
Harding227.66696_S227,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-23,NA,18,W7,NA,NA,72.057 N,162.434 W,NA,NA,METAGENOMIC,3,NA
Harding228.66697_S228,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,Wainright,2016-9-23,NA,18,W7,NA,NA,72.057 N,162.434 W,NA,NA,METAGENOMIC,0.2,NA
Harding229.66705_S229,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,ice.floe,2016-9-24,NA,surface,ice,NA,NA,NA N,NA W,NA,NA,METAGENOMIC,3,NA
Harding230.66706_S230,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,ice.floe,2016-9-24,NA,surface,ice,NA,NA,NA N,NA W,NA,NA,METAGENOMIC,0.2,NA
Harding231.66709_S231,Harding_2018,NA,NA,Harding_2018,NA,NA,NA,ice.floe,2016-9-24,NA,surface,ice,NA,NA,NA N,NA W,NA,NA,METAGENOMIC,0.2,NA
KH.11.10.E15.100per.DNA,Shiozaki_2018GBC,DRR119299,DRP004319,PRJDB6603,SAMD00107650,SAMD00107650,NA,NA,2012-1-7,NA,0m,NA,Pacific Ocean,23 S 120 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.11.10.E15.1per.DNA,Shiozaki_2018GBC,DRR119300,DRP004319,PRJDB6603,SAMD00107651,SAMD00107651,NA,NA,2012-1-7,NA,155m,NA,Pacific Ocean,23 S 120 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.11.10.E16.100per.DNA,Shiozaki_2018GBC,DRR119301,DRP004319,PRJDB6603,SAMD00107652,SAMD00107652,NA,NA,2012-1-10,NA,0m,NA,Pacific Ocean,26.5 S 120 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.11.10.E16.25per.DNA,Shiozaki_2018GBC,DRR119302,DRP004319,PRJDB6603,SAMD00107653,SAMD00107653,NA,NA,2012-1-10,NA,41m,NA,Pacific Ocean,26.5 S 120 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.11.10.E17.100per.DNA,Shiozaki_2018GBC,DRR119303,DRP004319,PRJDB6603,SAMD00107654,SAMD00107654,NA,NA,2012-1-11,NA,0m,NA,Pacific Ocean,29.99 S 120 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.11.10.E17.25per.DNA,Shiozaki_2018GBC,DRR119304,DRP004319,PRJDB6603,SAMD00107655,SAMD00107655,NA,NA,2012-1-11,NA,29m,NA,Pacific Ocean,29.99 S 120 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.11.10.E18.100per.DNA,Shiozaki_2018GBC,DRR119305,DRP004319,PRJDB6603,SAMD00107656,SAMD00107656,NA,NA,2012-1-14,NA,0m,NA,Pacific Ocean,30 S 107 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.13.7.W05.100per.DNA,Shiozaki_2018GBC,DRR119307,DRP004319,PRJDB6603,SAMD00107658,SAMD00107658,NA,NA,2014-1-5,NA,0m,NA,Pacific Ocean,20 S 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.13.7.W05.100per.RNA,Shiozaki_2018GBC,DRR119306,DRP004319,PRJDB6603,SAMD00107657,SAMD00107657,NA,NA,2014-1-5,NA,0m,NA,Pacific Ocean,20 S 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.13.7.W05.1per.DNA,Shiozaki_2018GBC,DRR119309,DRP004319,PRJDB6603,SAMD00107660,SAMD00107660,NA,NA,2014-1-5,NA,114m,NA,Pacific Ocean,20 S 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.13.7.W05.25per.DNA,Shiozaki_2018GBC,DRR119308,DRP004319,PRJDB6603,SAMD00107659,SAMD00107659,NA,NA,2014-1-5,NA,27m,NA,Pacific Ocean,20 S 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.13.7.W06.100per.DNA,Shiozaki_2018GBC,DRR119311,DRP004319,PRJDB6603,SAMD00107662,SAMD00107662,NA,NA,2014-1-7,NA,0m,NA,Pacific Ocean,25 S 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.13.7.W06.100per.RNA,Shiozaki_2018GBC,DRR119310,DRP004319,PRJDB6603,SAMD00107661,SAMD00107661,NA,NA,2014-1-7,NA,0m,NA,Pacific Ocean,25 S 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.13.7.W06.25per.DNA,Shiozaki_2018GBC,DRR119312,DRP004319,PRJDB6603,SAMD00107663,SAMD00107663,NA,NA,2014-1-7,NA,22m,NA,Pacific Ocean,25 S 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.13.7.W07.100per.DNA,Shiozaki_2018GBC,DRR119314,DRP004319,PRJDB6603,SAMD00107665,SAMD00107665,NA,NA,2014-1-9,NA,0m,NA,Pacific Ocean,30 S 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.13.7.W07.100per.RNA,Shiozaki_2018GBC,DRR119313,DRP004319,PRJDB6603,SAMD00107664,SAMD00107664,NA,NA,2014-1-9,NA,0m,NA,Pacific Ocean,30 S 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.13.7.W07.25per.DNA,Shiozaki_2018GBC,DRR119315,DRP004319,PRJDB6603,SAMD00107666,SAMD00107666,NA,NA,2014-1-9,NA,24m,NA,Pacific Ocean,30 S 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.13.7.W08.100per.DNA,Shiozaki_2018GBC,DRR119316,DRP004319,PRJDB6603,SAMD00107667,SAMD00107667,NA,NA,2014-1-11,NA,0m,NA,Pacific Ocean,35 S 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.13.7.W08.1per.DNA,Shiozaki_2018GBC,DRR119318,DRP004319,PRJDB6603,SAMD00107669,SAMD00107669,NA,NA,2014-1-11,NA,96m,NA,Pacific Ocean,35 S 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.13.7.W08.25per.DNA,Shiozaki_2018GBC,DRR119317,DRP004319,PRJDB6603,SAMD00107668,SAMD00107668,NA,NA,2014-1-11,NA,20m,NA,Pacific Ocean,35 S 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.14.3.St02.DNA,Shiozaki_2017,DRR075661,DRP003762,PRJDB5199,SAMD00064211,SAMD00064211,NA,NA,2014-7-4,NA,0 m,NA,Pacific Ocean,5 N 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.14.3.St03.DNA,Shiozaki_2017,DRR075662,DRP003762,PRJDB5199,SAMD00064212,SAMD00064212,NA,NA,2014-7-6,NA,0 m,NA,Pacific Ocean,10 N 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.14.3.St03day.cDNA,Shiozaki_2017,DRR075663,DRP003762,PRJDB5199,SAMD00064213,SAMD00064213,NA,NA,2014-7-6,NA,0 m,NA,Pacific Ocean,10 N 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.14.3.St04.DNA,Shiozaki_2017,DRR075664,DRP003762,PRJDB5199,SAMD00064214,SAMD00064214,NA,NA,2014-7-7,NA,0 m,NA,Pacific Ocean,15 N 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.14.3.St04day.cDNA,Shiozaki_2017,DRR075665,DRP003762,PRJDB5199,SAMD00064215,SAMD00064215,NA,NA,2014-7-7,NA,0 m,NA,Pacific Ocean,15 N 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.14.3.St04night.cDNA,Shiozaki_2017,DRR075666,DRP003762,PRJDB5199,SAMD00064216,SAMD00064216,NA,NA,2014-7-7,NA,0 m,NA,Pacific Ocean,15 N 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.14.3.St05.DNA,Shiozaki_2017,DRR075667,DRP003762,PRJDB5199,SAMD00064217,SAMD00064217,NA,NA,2014-7-9,NA,0 m,NA,Pacific Ocean,20 N 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.14.3.St05day.cDNA,Shiozaki_2017,DRR075668,DRP003762,PRJDB5199,SAMD00064218,SAMD00064218,NA,NA,2014-7-9,NA,0 m,NA,Pacific Ocean,20 N 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.14.3.St05night.cDNA,Shiozaki_2017,DRR075669,DRP003762,PRJDB5199,SAMD00064219,SAMD00064219,NA,NA,2014-7-9,NA,0 m,NA,Pacific Ocean,20 N 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.14.3.St06.DNA,Shiozaki_2017,DRR075670,DRP003762,PRJDB5199,SAMD00064220,SAMD00064220,NA,NA,2014-7-10,NA,0 m,NA,Pacific Ocean,24 N 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.14.3.St06day.cDNA,Shiozaki_2017,DRR075671,DRP003762,PRJDB5199,SAMD00064221,SAMD00064221,NA,NA,2014-7-10,NA,0 m,NA,Pacific Ocean,24 N 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.14.3.St06night.cDNA,Shiozaki_2017,DRR075672,DRP003762,PRJDB5199,SAMD00064222,SAMD00064222,NA,NA,2014-7-10,NA,0 m,NA,Pacific Ocean,24 N 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.14.3.St07.DNA,Shiozaki_2017,DRR075673,DRP003762,PRJDB5199,SAMD00064223,SAMD00064223,NA,NA,2014-7-20,NA,0 m,NA,Pacific Ocean,30 N 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.14.3.St07day.cDNA,Shiozaki_2017,DRR075674,DRP003762,PRJDB5199,SAMD00064224,SAMD00064224,NA,NA,2014-7-20,NA,0 m,NA,Pacific Ocean,30 N 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.14.3.St07night.cDNA,Shiozaki_2017,DRR075675,DRP003762,PRJDB5199,SAMD00064225,SAMD00064225,NA,NA,2014-7-20,NA,0 m,NA,Pacific Ocean,30 N 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.14.3.St08.DNA,Shiozaki_2017,DRR075654,DRP003762,PRJDB5199,SAMD00065621,SAMD00065621,NA,NA,2014-7-21,NA,0 m,NA,Pacific Ocean,35 N 170 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
KH.14.3.St08day.cDNA,Shiozaki_2017,DRR075655,DRP003762,PRJDB5199,SAMD00065622,SAMD00065622,NA,NA,2014-7-21,NA,0 m,NA,Pacific Ocean,35 N 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.14.3.St08night.cDNA,Shiozaki_2017,DRR075656,DRP003762,PRJDB5199,SAMD00065623,SAMD00065623,NA,NA,2014-7-21,NA,0 m,NA,Pacific Ocean,35 N 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.14.3.St09day.cDNA,Shiozaki_2017,DRR075658,DRP003762,PRJDB5199,SAMD00065625,SAMD00065625,NA,NA,2014-7-23,NA,0 m,NA,Pacific Ocean,40 N 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.14.3.St11day.cDNA,Shiozaki_2017,DRR075659,DRP003762,PRJDB5199,SAMD00065627,SAMD00065627,NA,NA,2014-7-25,NA,104 m,NA,Pacific Ocean,50 N 170 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
KH.14.3.St13day.cDNA,Shiozaki_2017,DRR075660,DRP003762,PRJDB5199,SAMD00065628,SAMD00065628,NA,NA,2014-7-28,NA,0 m,NA,Pacific Ocean,60 N 170.7 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR10759546,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671205,34436_nifH,NA,NA,2016-6-4,NA,6,NA,Pacific Ocean,32.0013 S 169.9936 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR10759547,Raes_2020,NA,SRP114822,PRJNA385736,SAMN13671204,34435_nifH,NA,NA,2016-6-4,NA,6,NA,Pacific Ocean,32.4948 S 169.9904 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
